node_id,osm_node_id,lng,lat
219,5105702748,-74.010487,40.7038285
220,42440532,-74.0104777,40.7298231
221,42440290,-74.010465,40.711535
222,4207143432,-74.0104576,40.725558
223,42438060,-74.0104496,40.7228729
224,42453442,-74.0104027,40.7305689
225,5812723035,-74.0103517,40.7188059
226,3874650186,-74.0103484,40.729811
227,42436021,-74.0103391,40.7235239
228,591454081,-74.0103381,40.7312869
229,42452008,-74.0102717,40.7320066
230,42436055,-74.0102387,40.7194446
231,42436903,-74.0102359,40.7324182
232,42445171,-74.0102257,40.7241745
233,4629488490,-74.0102122,40.7312751
234,42429838,-74.010201,40.707694
235,42453457,-74.0101602,40.7331448
236,42453943,-74.0101303,40.7120904
237,42429563,-74.010128,40.714383
238,42436056,-74.0101207,40.7201173
239,246649427,-74.0101186,40.7385169
240,42452613,-74.0100969,40.7338689
241,42430521,-74.0100927,40.7174024
242,42440850,-74.0100926,40.7253005
243,42440873,-74.0100724,40.7250652
244,42442081,-74.0100656,40.7342193
245,246648627,-74.0100471,40.7393286
246,42453468,-74.0100371,40.734543
247,42434871,-74.0100069,40.7207656
248,42437536,-74.009984,40.705148
249,42428376,-74.0099714,40.709798
250,42449098,-74.0099713,40.7353148
251,42440946,-74.0099198,40.7359739
252,246649429,-74.0099059,40.7388125
253,42442291,-74.0099015,40.7260808
254,42436060,-74.0098818,40.721468
255,5366406002,-74.0098779,40.7214942
256,42436899,-74.0098682,40.7324705
257,42432679,-74.009866,40.705797
258,4145735059,-74.0098577,40.7019257
259,246647920,-74.0098512,40.7392972
260,42453472,-74.009834,40.7369494
261,42434410,-74.009829,40.708117
262,42439099,-74.0098066,40.7375567
263,42444267,-74.0098,40.733204
264,4207143427,-74.0097926,40.7251113
265,42436064,-74.0097659,40.7221396
266,42449600,-74.0096777,40.7149502
267,593816391,-74.0096715,40.7400259
268,42453952,-74.0096613,40.7127427
269,42422046,-74.00966,40.708756
270,42436069,-74.009651,40.7227945
271,5178357336,-74.0096378,40.701993
272,593816275,-74.0096237,40.7393541
273,205020852,-74.0095878,40.7020107
274,42436017,-74.0095375,40.7234416
275,42428377,-74.0095316,40.7103215
276,42448578,-74.009502,40.706379
277,42427956,-74.0094775,40.7045537
278,42428379,-74.0094602,40.7104064
279,42436073,-74.0094239,40.7241027
280,246647955,-74.0094104,40.7404589
281,42422050,-74.009371,40.708614
282,42448568,-74.0093502,40.7289809
283,42437463,-74.00933,40.718692
284,4142105812,-74.0093172,40.7246766
285,42436083,-74.0092994,40.7247725
286,42434863,-74.0092987,40.7206968
287,42430004,-74.0092662,40.7132584
288,42431614,-74.0092214,40.7155224
289,42440527,-74.0092082,40.7297049
290,373896722,-74.0092074,40.7405003
291,42436322,-74.009201,40.716193
292,42436309,-74.0091786,40.7214065
293,42454792,-74.009126,40.709294
294,42430571,-74.0091064,40.7169452
295,42436088,-74.0090917,40.7260025
296,42456986,-74.00907,40.730434
297,42428385,-74.0090583,40.7108847
298,42430529,-74.0090579,40.7172851
299,42440913,-74.0090561,40.722068
300,42429507,-74.0090528,40.7055418
301,370880761,-74.0090399,40.7024287
302,42429504,-74.009016,40.705313
303,42429833,-74.009,40.717598
304,42429840,-74.008996,40.706953
305,42421960,-74.0089696,40.7041084
306,42436093,-74.008967,40.726746
307,42431156,-74.00896,40.7407313
308,4207143426,-74.0089482,40.7245185
309,42436326,-74.008943,40.717925
310,42454642,-74.0089252,40.7311535
311,42454795,-74.008893,40.709044
312,42436327,-74.0088803,40.7182739
313,1251958257,-74.0088781,40.7048603
314,402480678,-74.0088706,40.7424626
315,5490721614,-74.0088623,40.7183817
316,42429562,-74.0088463,40.7138056
317,42436097,-74.008845,40.72747
318,2824895141,-74.0088308,40.7060194
319,42445357,-74.0088192,40.7160188
320,42436330,-74.008819,40.718642
321,42421941,-74.0087998,40.704221
322,42452006,-74.0087845,40.7318701
323,246648063,-74.0087517,40.7430653
324,42436333,-74.008747,40.719029
325,42429431,-74.00874,40.7414704
326,42436100,-74.008724,40.728195
327,42436335,-74.008699,40.719296
328,402475097,-74.0086875,40.7423524
329,42440847,-74.0086711,40.7243158
330,4207143424,-74.0086477,40.7241763
331,42434420,-74.0086352,40.7073347
332,42428391,-74.0086338,40.7113899
333,42436894,-74.0086061,40.7326715
334,42436109,-74.0085943,40.7289084
335,42436336,-74.0085823,40.7199619
336,42457735,-74.008554,40.733401
337,4133206254,-74.0085428,40.7422986
338,42445769,-74.0085372,40.7431693
339,246580982,-74.008536,40.7441719
340,4207863000,-74.0085024,40.7443704
341,42452610,-74.008491,40.734094
342,246580797,-74.0084826,40.7503864
343,42424610,-74.008466,40.7206456
344,42442078,-74.008462,40.734477
345,4142105811,-74.0084406,40.7240219
346,246580346,-74.0084362,40.7447675
