node_id,osm_node_id,lng,lat
1506,61272996,-73.9940213,40.7722111
1507,42444985,-73.9940178,40.7565324
1508,5824300192,-73.9939981,40.7257251
1509,593921845,-73.993986,40.7631519
1510,278608643,-73.9939847,40.7093172
1511,1773076511,-73.9939846,40.7202997
1512,42435642,-73.9939536,40.7515176
1513,2703104396,-73.9939533,40.7466795
1514,42433542,-73.9939452,40.7137475
1515,42434439,-73.9939359,40.7589791
1516,42429636,-73.9939293,40.7142872
1517,2351527463,-73.9939243,40.7564961
1518,4202950102,-73.9939092,40.7208142
1519,61273008,-73.9938696,40.7720843
1520,5481850675,-73.9938551,40.7393715
1521,42437605,-73.993852,40.7209635
1522,5481839792,-73.9938499,40.7655535
1523,42452067,-73.9938242,40.7181594
1524,42430861,-73.993814,40.732731
1525,42434807,-73.993813,40.746618
1526,4202984496,-73.9937683,40.7271247
1527,247123615,-73.9937554,40.7713252
1528,1692433911,-73.9937515,40.7256586
1529,496707003,-73.9937507,40.7123696
1530,42428464,-73.993747,40.729008
1531,42430265,-73.9937398,40.7416174
1532,593921860,-73.993738,40.7630476
1533,1773076509,-73.9937263,40.720932
1534,4500012798,-73.9937245,40.7369452
1535,42430713,-73.9937004,40.7671343
1536,42445627,-73.9937,40.716748
1537,61272887,-73.9936615,40.7729345
1538,42450352,-73.9936601,40.7721604
1539,42431165,-73.9936333,40.7272967
1540,5481839858,-73.9936305,40.7695578
1541,42435920,-73.9936201,40.7130899
1542,42455761,-73.9936069,40.762185
1543,42440710,-73.9936067,40.7360129
1544,2583190810,-73.9936029,40.7729467
1545,42437114,-73.9935821,40.7216395
1546,42444991,-73.9935713,40.7571434
1547,4215624277,-73.9935174,40.7200901
1548,5481937335,-73.993505,40.7274473
1549,1918039898,-73.9934855,40.7243691
1550,4207854749,-73.9934817,40.7674381
1551,4500010382,-73.9934783,40.7318225
1552,2351532388,-73.9934725,40.7571019
1553,1773076778,-73.9934634,40.7216109
1554,42435644,-73.9934596,40.7521959
1555,42457325,-73.9934284,40.7245091
1556,5481859789,-73.9934008,40.7488679
1557,42438547,-73.9933621,40.7472363
1558,42432085,-73.99336,40.71907
1559,42429637,-73.9933437,40.7153353
1560,42455026,-73.993322,40.733304
1561,42437608,-73.993317,40.7223715
1562,4202931918,-73.9933081,40.718
1563,42430269,-73.9932916,40.7422328
1564,4202930754,-73.9932663,40.7201786
1565,42430722,-73.9932635,40.7677405
1566,42428468,-73.993262,40.72958
1567,42449589,-73.9932433,40.7309542
1568,1370721870,-73.9932223,40.7730101
1569,247123651,-73.9932046,40.7727853
1570,1773078006,-73.9932044,40.7223344
1571,4600847096,-73.9931907,40.7569835
1572,42452365,-73.9931565,40.7628026
1573,42432082,-73.9931529,40.7228307
1574,5481937333,-73.9931487,40.7270546
1575,42445534,-73.993147,40.727867
1576,4202908169,-73.993134,40.7242438
1577,42431490,-73.99312,40.736691
1578,3799572066,-73.9931031,40.7495618
1579,3316834250,-73.9930966,40.7124285
1580,42451660,-73.9930898,40.7179326
1581,42445001,-73.9930702,40.7578281
1582,42431822,-73.9930401,40.725467
1583,1773082408,-73.993037,40.7227989
1584,42437988,-73.9930343,40.7143535
1585,4207854750,-73.993,40.7681081
1586,42433543,-73.9929765,40.7138283
1587,42435645,-73.9929759,40.7528582
1588,2710239362,-73.992964,40.7700966
1589,42429754,-73.9929178,40.7199073
1590,42427805,-73.9929106,40.7478553
1591,486869282,-73.9928532,40.7200486
1592,42428471,-73.992841,40.730079
1593,4539951608,-73.9928316,40.7198827
1594,42429641,-73.9928237,40.7164855
1595,4202950103,-73.9928136,40.7233927
1596,42430271,-73.992805,40.742901
1597,42430736,-73.9927954,40.7683937
1598,5481880260,-73.9927944,40.7692044
1599,42446521,-73.992792,40.733922
1600,4539951609,-73.9927581,40.7200212
1601,42457821,-73.9927387,40.7138481
1602,593972687,-73.9927381,40.7576015
1603,1918039864,-73.9927155,40.7240975
1604,42431712,-73.9927153,40.7213895
1605,42443534,-73.9927002,40.7634284
1606,3799564975,-73.9926944,40.751874
1607,42437612,-73.9926626,40.7242393
1608,42449333,-73.992654,40.73733
1609,5706568658,-73.9926457,40.7131705
1610,42437990,-73.9926345,40.7151248
1611,42437368,-73.9926312,40.7584296
1612,42432111,-73.992621,40.718851
1613,1918039904,-73.9925941,40.7240599
1614,3212472978,-73.9925486,40.7124628
1615,1773082410,-73.9925341,40.7241983
1616,42435646,-73.9925251,40.7534779
1617,4207854751,-73.992525,40.7687684
1618,42433545,-73.9924861,40.713869
1619,42435420,-73.992463,40.748469
1620,42448440,-73.9924521,40.7117591
1621,4870256103,-73.9924314,40.7707515
1622,4202950104,-73.9924264,40.7248713
1623,42437613,-73.9924089,40.7249181
1624,42428473,-73.9923997,40.7306011
1625,42435922,-73.9923867,40.7131922
1626,42437967,-73.9923757,40.7150487
1627,42430739,-73.9923444,40.7690142
1628,4202930753,-73.9923187,40.719887
1629,42427423,-73.9923179,40.7435682
1630,1773084410,-73.9922899,40.7248684
1631,1692433907,-73.9922803,40.7252621
1632,42436935,-73.9922554,40.7345291
1633,42432598,-73.9922415,40.7640575
1634,42437113,-73.992237,40.721248
1635,42439272,-73.992225,40.737917
1636,42429643,-73.9922172,40.717668
1637,4207806923,-73.9922095,40.7108887
1638,486867432,-73.9921746,40.7196806
1639,1773084391,-73.9921466,40.7252355
1640,42445011,-73.992139,40.7591031
1641,42453700,-73.9921353,40.7144213
1642,42437618,-73.9921271,40.7256721
1643,42429756,-73.9921032,40.7198216
1644,595254573,-73.9920947,40.7739735
1645,42435650,-73.992079,40.754091
1646,3212472963,-73.9920583,40.7162546
1647,42435422,-73.992006,40.749101
1648,1773084407,-73.9919998,40.7256296
1649,4207865789,-73.9919943,40.7705679
1650,42444123,-73.9919815,40.7098025
1651,42437481,-73.991975,40.7109422
1652,4870256104,-73.9919528,40.7714243
1653,4207806922,-73.9919278,40.7107489
1654,42428476,-73.991921,40.731166
1655,42430742,-73.9918904,40.7696438
1656,42440792,-73.9918872,40.7149028
1657,42430274,-73.991871,40.744186
1658,42431168,-73.9918576,40.7264167
1659,42429657,-73.9917962,40.7385065
1660,42437965,-73.991792,40.7161764
1661,42440170,-73.9917852,40.7646863
1662,42444129,-73.991777,40.7098319
1663,4682935360,-73.9917672,40.7721748
1664,42429644,-73.9917491,40.7185836
1665,42438784,-73.9917336,40.7352214
1666,1773084405,-73.9917292,40.7263628
1667,42443561,-73.9916836,40.7597283
1668,42432083,-73.9916591,40.7224082
1669,42433620,-73.991633,40.754707
1670,42434919,-73.9916255,40.7245907
1671,4202984497,-73.9916165,40.7296573
1672,5916783969,-73.991588,40.7571168
1673,42439440,-73.991563,40.749706
1674,1773084402,-73.9915448,40.7270946
1675,42437111,-73.9914809,40.7210302
1676,42428480,-73.9914619,40.7317445
1677,42437996,-73.991452,40.7174356
1678,595254571,-73.9914226,40.7745165
1679,42439236,-73.9914198,40.7298614
1680,42430277,-73.9914152,40.7448072
1681,42430745,-73.991402,40.7703191
1682,4892845897,-73.9913862,40.723851
1683,42454378,-73.9913746,40.7390885
1684,6100764861,-73.9913677,40.7275654
1685,42454042,-73.9913292,40.7653085
1686,486867405,-73.9913214,40.7194205
1687,42445620,-73.9913115,40.7160325
1688,42428483,-73.991289,40.732449
1689,42429645,-73.9912489,40.7195624
1690,42431491,-73.9912296,40.7358871
1691,1773121034,-73.9912281,40.7277632
1692,42440677,-73.991227,40.7144911
1693,42432703,-73.9912267,40.7603553
1694,42442836,-73.9912261,40.7238025
1695,42435654,-73.991177,40.75533
1696,42437962,-73.9911718,40.717351
1697,595407624,-73.9911572,40.72862
1698,4207854754,-73.991151,40.7706656
1699,42440679,-73.9911284,40.7146759
1700,4461990857,-73.9911207,40.7503112
1701,42428489,-73.991114,40.733214
1702,4500033348,-73.9910925,40.7315866
1703,42445543,-73.9910884,40.7300532
1704,1918039877,-73.9910658,40.7236025
1705,5481877871,-73.9910621,40.7692947
1706,4682935365,-73.9910498,40.7726974
1707,42443127,-73.9910273,40.7237426
1708,42432108,-73.9909824,40.7183505
1709,4539951613,-73.9909775,40.723573
1710,42434194,-73.9909718,40.7292206
1711,42430279,-73.990968,40.745421
1712,6223524382,-73.9909662,40.75201
1713,42428491,-73.990945,40.733978
1714,42427369,-73.990945,40.739673
1715,4776041130,-73.9909348,40.7237141
1716,42430747,-73.990923,40.7709804
1717,42442838,-73.9909044,40.7241854
1718,42432054,-73.9908948,40.7221825
1719,42446363,-73.9908697,40.7659384
1720,42442842,-73.9908455,40.7242647
1721,6223524384,-73.9908081,40.7519433
1722,4215913814,-73.9907805,40.7700557
1723,4493840503,-73.99078,40.7469589
1724,4015190382,-73.9907799,40.728358
1725,1672106382,-73.9907676,40.7750162
1726,42445018,-73.9907674,40.7609858
1727,4500033344,-73.9907462,40.7314439
1728,42439249,-73.990744,40.7299009
1729,42438785,-73.9907376,40.7365258
1730,42435657,-73.9907278,40.7559486
1731,42428493,-73.9907168,40.7347805
1732,42432105,-73.990716,40.718269
1733,595269639,-73.9907032,40.7712839
1734,42452076,-73.9907021,40.7172086
1735,6353650679,-73.990666,40.7575979
1736,42445548,-73.990646,40.730615
1737,42429646,-73.9906322,40.7207678
1738,42437654,-73.9906121,40.7510092
1739,4234425009,-73.9905994,40.7306923
1740,4202957549,-73.9905696,40.7246308
1741,3533937800,-73.9905614,40.7733062
1742,4207957614,-73.9905609,40.7612693
1743,42440682,-73.9905581,40.7158068
1744,3212472843,-73.9905533,40.7191862
1745,42443671,-73.9905314,40.7402492
1746,6223189525,-73.9905183,40.750063
1747,42430282,-73.990518,40.746038
1748,42445558,-73.9905029,40.730557
1749,486868873,-73.9904805,40.7193292
1750,5357086126,-73.9904648,40.7329392
1751,42430749,-73.9904588,40.7716213
1752,5916783970,-73.990431,40.7566322
1753,42449550,-73.9904253,40.766548
1754,595407648,-73.9904097,40.7310019
1755,42430872,-73.9903509,40.7312807
1756,42434196,-73.9903444,40.72894
1757,42442843,-73.9903384,40.7249392
1758,42428170,-73.9903368,40.7371276
1759,42445020,-73.9903158,40.7616057
1760,1918039896,-73.9903071,40.7233701
1761,4493840519,-73.990293,40.7483764
1762,42435660,-73.990276,40.756567
1763,42429762,-73.9902756,40.7191047
1764,1672106385,-73.9902608,40.7739919
1765,42451665,-73.9902425,40.723496
1766,42432103,-73.9902319,40.7181237
1767,42443799,-73.9902269,40.7281239
1768,42440785,-73.9902227,40.7143979
1769,486868830,-73.9902109,40.7192474
1770,595407639,-73.9902106,40.7296855
1771,595269619,-73.9902063,40.7719709
1772,5590991384,-73.9902061,40.7291332
1773,42453104,-73.9902032,40.7319645
1774,6353650680,-73.9901667,40.7582739
1775,4205565500,-73.9901645,40.7351648
1776,595245925,-73.9901567,40.7755821
1777,42439952,-73.9901341,40.7516588
1778,42428174,-73.9901312,40.7378014
1779,42435923,-73.9901247,40.7133803
1780,42449014,-73.9900724,40.7303763
1781,42434268,-73.99007,40.74088
1782,42427797,-73.990067,40.746659
1783,4207957613,-73.9900569,40.7568684
1784,42429647,-73.9900405,40.7219247
1785,42446528,-73.990027,40.732756
1786,42437763,-73.9900158,40.7126536
1787,2061592973,-73.9900012,40.7722409
1788,4597668035,-73.9899797,40.7353747
1789,42450434,-73.9899624,40.7671828
1790,4205565498,-73.9899561,40.734916
1791,42428179,-73.9899514,40.7384888
1792,42440686,-73.9899465,40.7169795
1793,42436563,-73.9899392,40.7112188
1794,482807376,-73.9899105,40.7119696
1795,42440721,-73.9899056,40.7344391
1796,42434140,-73.9898997,40.7295611
1797,42437333,-73.98987,40.725582
1798,42436939,-73.989868,40.733528
1799,4487582556,-73.9898655,40.7126663
1800,42443532,-73.9898591,40.7622326
1801,42437109,-73.9898571,40.7205327
1802,42453116,-73.9898386,40.7340968
1803,42431452,-73.9898332,40.7353127
1804,4207854755,-73.9898199,40.7724911
1805,486867490,-73.9898073,40.7189587
1806,42437490,-73.989798,40.7112376
1807,42434197,-73.9897967,40.7287072
1808,42435663,-73.9897914,40.7572335
1809,42443928,-73.9897846,40.7101314
1810,42428183,-73.9897657,40.739176
1811,42445617,-73.9897482,40.7155607
1812,42429766,-73.989732,40.7191021
1813,42439955,-73.9896878,40.7522886
1814,42443296,-73.9896776,40.7298638
1815,595245920,-73.9896525,40.7745584
1816,4487582555,-73.9896443,40.7112524
1817,595245859,-73.9896337,40.7761762
1818,42430288,-73.989617,40.747277
1819,42437881,-73.9895958,40.7415497
1820,42437108,-73.9895903,40.7204518
1821,42428192,-73.989584,40.7398521
1822,4886282364,-73.9895551,40.7194474
1823,42437496,-73.98955,40.7112616
1824,42421985,-73.9895487,40.7728658
1825,42440966,-73.9894995,40.7678249
1826,4597668023,-73.9894916,40.7360007
1827,42449017,-73.9894855,40.7301298
1828,42432102,-73.9894779,40.7178944
1829,5481887476,-73.9894755,40.7587986
1830,1918039876,-73.9894363,40.7231066
1831,42442848,-73.989429,40.726188
1832,5481937338,-73.9894253,40.7285493
1833,42432594,-73.9894017,40.7628617
1834,42443937,-73.9893914,40.710174
1835,42437018,-73.9893654,40.7359491
1836,5481886057,-73.9893643,40.7603957
1837,42428198,-73.9893518,40.7405826
1838,4886282363,-73.9893276,40.7189794
1839,3956129964,-73.9893174,40.773185
1840,4202908168,-73.9893122,40.723069
1841,4215624276,-73.9893017,40.7188045
1842,5849918504,-73.9892961,40.7579117
1843,42432057,-73.9892727,40.7216919
1844,42439960,-73.989243,40.752895
1845,595403438,-73.9891959,40.7363966
1846,595245918,-73.9891917,40.7751774
1847,42428212,-73.9891667,40.7430463
1848,42438300,-73.9891608,40.7768337
1849,42430292,-73.9891568,40.7478958
1850,42452084,-73.9891454,40.7167195
1851,42428201,-73.9891371,40.7413644
1852,42437106,-73.9891119,40.7203066
1853,42428206,-73.9891005,40.7422189
1854,42430981,-73.9890921,40.7734934
1855,4597668019,-73.9890708,40.7363498
1856,4597668036,-73.9890621,40.7365758
1857,42430886,-73.9890529,40.7307238
1858,486867459,-73.9890504,40.7187279
1859,42431563,-73.9890489,40.7684455
1860,42428216,-73.9890293,40.7438037
1861,3314285365,-73.9890116,40.7223718
1862,6330018967,-73.9889981,40.7127392
1863,42432060,-73.9889948,40.7216077
1864,42429769,-73.9889804,40.718874
1865,42442850,-73.9889783,40.7267997
1866,3956129965,-73.9889693,40.7726226
1867,449581627,-73.9889679,40.7424039
1868,4202931917,-73.9889624,40.7166488
1869,42440163,-73.9889429,40.7634901
1870,42437021,-73.9889418,40.7365253
1871,42443298,-73.9889263,40.729912
1872,3371304373,-73.9889032,40.7725949
1873,42428220,-73.9888931,40.7445356
1874,42438301,-73.9888435,40.7774824
1875,42435671,-73.9888429,40.7585323
1876,4207854757,-73.9888184,40.7738696
1877,6330018965,-73.9888081,40.7113334
1878,42433611,-73.988787,40.753517
1879,42434352,-73.988777,40.7339642
1880,42428223,-73.9887531,40.7452886
1881,42430295,-73.9887,40.7485163
1882,42433550,-73.988696,40.7141843
1883,42432099,-73.988671,40.71765
1884,42453624,-73.9886534,40.7428254
1885,5254263338,-73.9886371,40.7427414
1886,42430983,-73.9886361,40.7741202
1887,4235734223,-73.9886307,40.729787
1888,4597668026,-73.9886291,40.7371699
1889,42449886,-73.9886146,40.7313257
1890,42427787,-73.9886122,40.7460455
1891,5481896585,-73.9886056,40.7476655
1892,42435925,-73.9885984,40.7135073
1893,42437845,-73.9885869,40.7782003
1894,5798966629,-73.9885809,40.7229704
1895,42455643,-73.988561,40.7691175
1896,4215624275,-73.9885488,40.7185781
1897,42442851,-73.9885349,40.7274076
1898,5481897719,-73.9885272,40.739409
1899,42437280,-73.9885174,40.7371225
1900,42432063,-73.9885157,40.7214626
1901,42437768,-73.9884924,40.7127817
1902,42445025,-73.9884895,40.7641124
1903,42428227,-73.9884704,40.7468077
1904,4886404633,-73.9884659,40.7241515
1905,42443513,-73.9884506,40.7232637
1906,42438819,-73.9883999,40.7765096
1907,4207854758,-73.988396,40.7744524
1908,42432700,-73.9883858,40.7591595
1909,42451593,-73.9883784,40.7164713
1910,42437096,-73.9883599,40.7200786
1911,42439964,-73.988335,40.75413
1912,42438304,-73.9883332,40.7789023
1913,42428232,-73.9883321,40.7475512
1914,4886266066,-73.9883266,40.7218307
1915,4205565503,-73.9883152,40.7374005
1916,4581870335,-73.9883136,40.7103003
1917,42437500,-73.9883106,40.7113815
1918,595245836,-73.9882801,40.7790221
1919,42431453,-73.9882789,40.7346549
1920,42430298,-73.9882543,40.7491303
1921,486867513,-73.9882397,40.7184807
1922,4597668038,-73.9882045,40.7377528
1923,42429874,-73.988194,40.743451
1924,6223969260,-73.9881883,40.7483016
1925,42430984,-73.9881847,40.7747491
1926,42429773,-73.9881645,40.7186264
1927,42446533,-73.9881498,40.7319637
1928,5849918503,-73.9881318,40.759508
1929,4202899501,-73.9881211,40.7228386
1930,42434201,-73.9881146,40.727992
1931,42456543,-73.9880935,40.7377054
1932,42450341,-73.9880829,40.7697689
1933,3834459525,-73.9880724,40.7239859
1934,5481897723,-73.9880716,40.7450063
1935,42445027,-73.988034,40.7647403
1936,6224277869,-73.9880064,40.7490248
1937,42438306,-73.9880005,40.7795514
1938,42445867,-73.9879839,40.7408836
1939,5458544542,-73.9879761,40.710339
1940,42453601,-73.987968,40.723942
1941,4215596089,-73.987954,40.7190347
1942,4207854760,-73.9879402,40.7750813
1943,42435675,-73.9879285,40.7597869
1944,4886228960,-73.9879243,40.7495676
1945,5619144361,-73.9879153,40.7795155
1946,1919595914,-73.9879143,40.7226328
1947,42439968,-73.9878881,40.7547554
1948,4886228959,-73.9878849,40.7498702
1949,42432097,-73.987879,40.717409
1950,4276517126,-73.9878763,40.7408376
1951,4207837422,-73.9878662,40.7649678
1952,42456331,-73.9878488,40.7227591
1953,42434354,-73.9878179,40.7352924
1954,42428253,-73.9878136,40.7506917
1955,5481937330,-73.9878068,40.7263005
1956,4597668028,-73.9877778,40.7383383
1957,42432066,-73.9877644,40.7212346
1958,42437841,-73.9877533,40.7778427
1959,42430304,-73.9877494,40.7498158
1960,42434800,-73.9877451,40.7440672
1961,42430985,-73.9877347,40.7753835
1962,5475605304,-73.987692,40.75503
1963,42436941,-73.9876833,40.7326041
1964,42428258,-73.9876732,40.751444
1965,42439203,-73.9876671,40.7382917
1966,42434142,-73.9876651,40.7286043
1967,6133355298,-73.9876372,40.7243978
1968,5481897724,-73.9876324,40.745632
1969,42440935,-73.987617,40.7704137
1970,1815133244,-73.9875746,40.7653667
1971,61272284,-73.9875649,40.78022
1972,42437084,-73.9875431,40.7198309
1973,5481882139,-73.9875318,40.763709
1974,42447428,-73.9875258,40.7162121
1975,42428264,-73.9875229,40.7521844
1976,1825732607,-73.9875228,40.7809811
1977,4886228958,-73.9875171,40.7497021
1978,42436575,-73.9875133,40.7415369
1979,3892037906,-73.9875129,40.7300663
1980,4886404634,-73.9875128,40.7237504
1981,42437339,-73.987502,40.724584
1982,6223969262,-73.9874811,40.7480027
1983,42435677,-73.9874753,40.7604088
1984,4207854762,-73.9874728,40.7757399
1985,5481883912,-73.9874635,40.7628676
1986,486867534,-73.9874505,40.71824
1987,42439972,-73.987447,40.755373
1988,6231480916,-73.9874455,40.7463686
1989,42438825,-73.9874341,40.7785216
1990,3371304370,-73.9874241,40.771972
1991,4207837423,-73.9874205,40.7655829
1992,4886239171,-73.9874138,40.7502834
1993,42434355,-73.9873953,40.7358767
1994,42429782,-73.9873747,40.7183868
1995,4597668039,-73.9873554,40.7389179
1996,5458544539,-73.9873532,40.7104082
1997,42428268,-73.9873363,40.7529083
1998,42438544,-73.9873007,40.7446783
1999,42430308,-73.9872829,40.7504635
2000,42430989,-73.9872606,40.7760287
2001,2639531766,-73.9872519,40.7595011
2002,42442857,-73.987242,40.7291879
2003,42453310,-73.9872419,40.7388764
2004,61254247,-73.9872352,40.7811231
2005,3291987532,-73.9872124,40.7236239
2006,5481883907,-73.9872104,40.7635737
2007,42440729,-73.9871818,40.7332927
2008,42433551,-73.9871695,40.714317
2009,5481881554,-73.9871693,40.764375
2010,1919595911,-73.9871556,40.7224162
2011,1241742743,-73.9871532,40.7710315
2012,6210777838,-73.9871281,40.7610831
2013,42445033,-73.9871254,40.7659937
2014,42438832,-73.9871122,40.7791769
2015,42428272,-73.987107,40.753627
2016,4478001045,-73.9870926,40.7225385
2017,5481911751,-73.9870831,40.7341487
2018,42435928,-73.9870806,40.7136336
2019,42445879,-73.9870584,40.7421387
2020,42455867,-73.987053,40.725203
2021,5607992553,-73.987037,40.7507992
2022,4886239172,-73.9870343,40.7503527
2023,42435680,-73.9870177,40.7610365
2024,595245843,-73.9870025,40.7807248
2025,42434357,-73.9869673,40.7364685
2026,42437363,-73.9869489,40.7560361
2027,42432068,-73.986948,40.7209878
2028,3371304327,-73.9869457,40.7764553
2029,42437770,-73.9869347,40.7129127
2030,3371304325,-73.9869084,40.7758809
2031,4207837424,-73.986905,40.7662919
2032,4597668040,-73.9869016,40.7395407
2033,42428277,-73.9868871,40.754331
2034,6321287404,-73.9868588,40.746918
2035,5481911746,-73.9868486,40.7337502
2036,42427786,-73.986846,40.745301
2037,42438849,-73.986835,40.737941
2038,42430311,-73.9868238,40.751088
2039,6330018969,-73.9868236,40.7122208
2040,42430898,-73.986812,40.729779
2041,3377387917,-73.9868078,40.7766422
2042,4205565512,-73.9867931,40.7403741
2043,42440323,-73.9867925,40.7394943
2044,61269797,-73.9867833,40.7815396
2045,5481869414,-73.9867627,40.7749663
2046,6133355297,-73.9867557,40.7256129
2047,42437082,-73.9867535,40.7195914
2048,42437503,-73.9867384,40.7115337
2049,3480733606,-73.9867086,40.7816394
2050,42440408,-73.9867058,40.7159628
2051,4207957615,-73.9866945,40.7614799
2052,42421982,-73.9866896,40.7716682
2053,479847982,-73.9866841,40.7110426
2054,3377387900,-73.9866839,40.7757866
2055,42431459,-73.9866821,40.7339789
2056,42440960,-73.9866698,40.76661
2057,3377387920,-73.9866683,40.7768311
2058,42428283,-73.9866613,40.755051
2059,486867548,-73.9866261,40.7179497
2060,42453166,-73.986623,40.725796
2061,6321287405,-73.9866036,40.7468083
2062,42429876,-73.9865977,40.7427711
2063,42440449,-73.9865861,40.7104935
2064,42432589,-73.9865661,40.7616677
2065,42434358,-73.9865444,40.7370531
2066,486868138,-73.9865384,40.7181209
2067,42425223,-73.9865345,40.7806449
2068,4505948472,-73.9865325,40.7233374
2069,3371304332,-73.9865196,40.7770326
2070,5481885793,-73.9865189,40.7591928
2071,4207837425,-73.9864813,40.7668687
2072,42439981,-73.986458,40.75671
2073,42428287,-73.9864171,40.7558122
2074,42438173,-73.9864142,40.7385281
2075,4597668041,-73.9864129,40.7402115
2076,42430314,-73.986399,40.7517
2077,42437686,-73.986393,40.745921
2078,42442862,-73.9863742,40.7303818
2079,3316523995,-73.9863431,40.7248995
2080,1919595929,-73.9863325,40.7221671
2081,3371304342,-73.9863123,40.7773135
2082,42448693,-73.9863046,40.7401651
2083,3234087898,-73.9862913,40.7143872
2084,42455039,-73.9862562,40.7222945
2085,5522182777,-73.9862271,40.7582527
2086,42449890,-73.9862156,40.7346191
2087,4205820212,-73.9862119,40.7805186
2088,42431560,-73.9862074,40.7672471
2089,42432094,-73.986194,40.7168982
2090,42444827,-73.986176,40.726409
2091,42432071,-73.986157,40.7207483
2092,42445885,-73.9861457,40.7433908
2093,42434360,-73.98612,40.73764
2094,42435684,-73.9861011,40.7622941
2095,3377387929,-73.9860529,40.7776649
2096,42439984,-73.9860128,40.7573406
2097,4207837426,-73.9859903,40.767544
2098,4207937591,-73.9859694,40.7515125
2099,42451674,-73.9859541,40.7465291
2100,42430317,-73.985947,40.752317
2101,1722116498,-73.9859458,40.77781
2102,4597668029,-73.9859325,40.7408706
2103,42437078,-73.9859139,40.7193368
2104,42442870,-73.985909,40.731019
2105,5481937325,-73.9858955,40.7262906
2106,3683163348,-73.9858886,40.7105802
2107,42428294,-73.9858628,40.7572775
2108,42436578,-73.9858246,40.7408251
2109,3630249566,-73.9858048,40.7176436
2110,42446875,-73.98579,40.7352035
2111,5522182776,-73.9857762,40.7588785
2112,3377383092,-73.9857665,40.7754016
2113,6210777843,-73.9857557,40.7629609
2114,42434205,-73.985753,40.726988
2115,42453604,-73.985752,40.723009
2116,4205565490,-73.9857302,40.7312647
2117,42445037,-73.9857183,40.767916
2118,486869939,-73.985716,40.7178097
2119,42445888,-73.9856985,40.7440046
2120,42438174,-73.9856806,40.7382199
2121,42424032,-73.9856663,40.7803049
2122,3630219668,-73.9856527,40.717928
2123,42435687,-73.9856481,40.7629156
2124,42428297,-73.9855335,40.7579634
2125,1919595924,-73.9855265,40.7219231
2126,42443680,-73.9854922,40.747168
2127,42430320,-73.985488,40.752935
2128,4597668042,-73.985486,40.7414834
2129,4207837427,-73.9854592,40.7682703
2130,42451604,-73.9854578,40.7220522
2131,42431000,-73.9854454,40.778488
2132,42436942,-73.985444,40.731658
2133,61271527,-73.9854186,40.7836778
2134,5846916769,-73.9854115,40.7520914
2135,1758380526,-73.9854112,40.7603603
2136,2348991701,-73.9853887,40.7652688
2137,42437529,-73.985387,40.737332
2138,42456555,-73.9853785,40.7414386
2139,42432572,-73.9853738,40.7810789
2140,1722116497,-73.9853723,40.7752361
2141,42437283,-73.985362,40.7357911
2142,5079840929,-73.9853534,40.7177011
2143,42442410,-73.9853328,40.7735379
2144,42433553,-73.9853259,40.714466
2145,42432073,-73.9853164,40.7204937
2146,42437343,-73.985286,40.723649
2147,42423070,-73.9852813,40.7836063
2148,4205565491,-73.985279,40.731884
2149,588455697,-73.9852605,40.710656
2150,42436746,-73.9852457,40.7446233
2151,5475605303,-73.9852442,40.7583669
2152,42431461,-73.985242,40.733372
2153,42440325,-73.9852356,40.7388351
2154,42445039,-73.9852319,40.7685835
2155,588455700,-73.9852147,40.7137888
2156,42435702,-73.9851929,40.76354
2157,42428303,-73.9851384,40.7594263
2158,588455701,-73.9850939,40.7134745
2159,42439990,-73.9850867,40.7585867
2160,42425923,-73.9850838,40.7842497
2161,42441654,-73.9850803,40.7817867
2162,42437074,-73.9850756,40.7190825
2163,4207865790,-73.9850646,40.7800516
2164,42437773,-73.9850592,40.7130902
2165,42435931,-73.9850507,40.7137994
2166,42446701,-73.985046,40.747773
2167,42430324,-73.9850397,40.7535585
2168,4597668032,-73.9850299,40.7421093
2169,4202899500,-73.9850146,40.7217682
2170,42431002,-73.9849974,40.7791214
2171,4207837428,-73.9849779,40.7689321
2172,42437530,-73.9849697,40.737913
2173,1758380528,-73.9849545,40.760989
2174,42438523,-73.9849536,40.7123728
2175,42440737,-73.984941,40.732347
2176,42449893,-73.9849362,40.7363755
2177,42429888,-73.9849234,40.7420643
2178,6350462399,-73.9849089,40.7494541
2179,5282642709,-73.9848984,40.7355954
2180,42442415,-73.9848805,40.7741585
2181,42449021,-73.984875,40.728194
2182,42428305,-73.9848631,40.7601316
2183,42437505,-73.9848569,40.7117157
2184,4207815979,-73.984852,40.7640077
2185,42455051,-73.984837,40.724269
2186,42445404,-73.9847977,40.745239
2187,42438529,-73.9847865,40.711237
2188,42441670,-73.9847854,40.7824854
2189,42440934,-73.9847685,40.769231
2190,42446925,-73.9847586,40.7395037
2191,42435705,-73.9847413,40.7641596
2192,42425945,-73.9847324,40.785664
2193,62912067,-73.9847316,40.7858438
2194,3308681111,-73.9847117,40.7649844
2195,4207854764,-73.984711,40.7795042
2196,42438531,-73.9847108,40.7107224
2197,4205565492,-73.9847063,40.7326691
2198,1919595910,-73.9847062,40.7216748
2199,5481912002,-73.9847062,40.7313466
2200,42433554,-73.9847045,40.7145165
2201,1241760168,-73.9846808,40.7716299
2202,42447435,-73.9846395,40.7218039
2203,588455698,-73.9846356,40.7105045
2204,42439994,-73.9846299,40.7592102
2205,42430329,-73.984596,40.754177
