edge_id,start_node_id,end_node_id,osm_start_node_id,osm_end_node_id,speed_mph_mean,speed_mph_stddev,dist_meter,time_sec_mean,time_sec_stddev
3140,1841,1858,4215624276,486867459,9.79,6.36,22.83,5.22,3.39
3141,1842,1774,5849918504,6353650680,11.88,6.65,83.66,15.76,8.83
3142,1842,1875,5849918504,42435671,13.09,8.72,78.86,13.48,8.98
3143,1843,1801,42432057,42437109,18.63,6.95,137.99,16.57,6.18
3144,1844,1645,42439960,42435650,9.95,6.58,273.41,61.49,40.68
3145,1844,1813,42439960,42439955,11.43,7.26,77.14,15.09,9.59
3146,1845,1826,595403438,4597668023,16.67,8.11,50.58,6.79,3.30
3147,1846,1925,595245918,42430984,8.22,5.30,97.25,26.46,17.05
3148,1847,1657,42428212,42430274,10.38,4.00,260.70,56.20,21.69
3149,1848,1817,42438300,595245859,13.04,5.29,83.25,14.28,5.79
3150,1848,1874,42438300,42438301,17.30,4.70,76.92,9.95,2.70
3151,1848,1906,42438300,42438819,16.86,5.75,73.51,9.75,3.33
3152,1849,1761,42430292,4493840519,11.67,5.80,109.62,21.02,10.46
3153,1849,1881,42430292,42430295,8.17,6.67,79.00,21.62,17.64
3154,1850,1792,42452084,42440686,10.74,7.02,73.45,15.29,10.00
3155,1850,1811,42452084,42445617,12.34,7.39,138.51,25.11,15.05
3156,1850,1868,42452084,4202931917,13.98,7.05,17.31,2.77,1.40
3157,1850,1883,42452084,42432099,10.91,7.83,110.92,22.74,16.32
3158,1851,1819,42428201,42437881,16.05,5.19,43.79,6.10,1.98
3159,1851,1837,42428201,42428198,14.41,6.34,88.79,13.78,6.06
3160,1851,1938,42428201,42445867,15.83,7.83,110.89,15.67,7.75
3161,1852,1820,42437106,42437108,7.11,7.68,43.43,13.67,14.76
3162,1852,1900,42437106,42432063,12.96,3.94,138.01,23.82,7.23
3163,1853,1819,42428206,42437881,11.91,7.47,85.31,16.02,10.04
3164,1854,1839,42430981,3956129964,20.49,7.36,39.19,4.28,1.54
3165,1854,1876,42430981,4207854757,24.40,5.50,47.76,4.38,0.99
3166,1855,1870,4597668019,42437021,11.55,8.16,22.34,4.32,3.06
3167,1856,1758,4597668036,42428170,8.25,4.74,123.69,33.52,19.24
3168,1856,1845,4597668036,595403438,18.16,6.53,22.89,2.82,1.01
3169,1857,1827,42430886,42449017,14.47,8.76,75.44,11.66,7.06
3170,1857,1889,42430886,42449886,18.87,6.95,76.44,9.06,3.34
3171,1857,1979,42430886,3892037906,17.06,4.89,148.94,19.53,5.59
3172,1858,1828,486867459,42432102,15.99,8.16,99.44,13.91,7.10
3173,1858,1896,486867459,4215624275,9.34,6.75,45.44,10.88,7.86
3174,1859,1895,42431563,42455643,13.90,6.99,85.27,13.72,6.89
3175,1859,2088,42431563,42431560,10.24,4.07,273.90,59.82,23.75
3176,1860,1847,42428216,42428212,5.99,6.88,85.01,31.76,36.48
3177,1860,1923,42428216,42429874,9.68,6.63,80.56,18.61,12.75
3178,1861,1843,3314285365,42432057,15.82,7.97,78.74,11.13,5.61
3179,1862,1799,6330018967,4487582556,14.02,8.05,73.56,11.74,6.74
3180,1862,1901,6330018967,42437768,19.62,9.78,42.88,4.89,2.44
3181,1863,1900,42432060,42432063,7.09,3.57,43.48,13.72,6.92
3182,1864,1838,42429769,4886282363,12.43,7.04,31.52,5.67,3.21
3183,1864,1858,42429769,486867459,4.32,3.75,17.28,8.94,7.74
3184,1865,1691,42442850,1773121034,11.01,6.31,217.76,44.26,25.36
3185,1865,1831,42442850,42442848,15.57,8.15,77.90,11.19,5.86
3186,1866,1872,3956129965,3371304373,21.24,5.46,6.36,0.67,0.17
3187,1867,1853,449581627,42428206,15.58,7.90,23.41,3.36,1.71
3188,1867,1885,449581627,5254263338,15.62,6.94,46.74,6.69,2.97
3189,1868,1850,4202931917,42452084,10.33,7.91,17.31,3.75,2.87
3190,1868,1909,4202931917,42451593,10.04,8.11,53.03,11.82,9.55
3191,1869,1833,42440163,42432594,17.71,9.94,79.85,10.08,5.66
3192,1869,1985,42440163,5481883912,17.37,5.56,142.53,18.35,5.88
3193,1870,1856,42437021,4597668036,7.64,5.52,11.59,3.39,2.45
3194,1870,1899,42437021,42437280,16.71,7.70,75.42,10.10,4.65
3195,1871,1827,42443298,42449017,8.57,5.38,52.98,13.83,8.69
3196,1872,1990,3371304373,3371304370,19.95,6.89,142.52,15.98,5.52
3197,1873,1711,42428220,42430279,11.30,4.72,200.62,39.72,16.58
3198,1873,1860,42428220,42428216,9.96,7.83,82.19,18.45,14.50
3199,1874,1848,42438301,42438300,12.94,6.51,76.92,13.30,6.70
3200,1874,1893,42438301,42437845,11.24,3.61,82.70,16.46,5.28
3201,1875,1908,42435671,42432700,13.94,8.92,79.66,12.78,8.18
3202,1875,2096,42435671,42439984,5.46,4.79,272.73,111.78,98.08
3203,1876,1854,4207854757,42430981,19.27,9.41,47.76,5.55,2.71
3204,1876,1886,4207854757,42430983,22.73,6.45,31.81,3.13,0.89
3205,1877,1823,6330018965,42437496,10.60,8.69,63.04,13.31,10.91
3206,1878,1844,42433611,42439960,13.02,7.16,79.11,13.59,7.47
3207,1878,1997,42433611,42428268,7.23,5.62,139.69,43.23,33.61
3208,1879,1795,42434352,42440721,15.99,6.23,108.77,15.22,5.93
3209,1879,1919,42434352,42431453,9.24,9.14,87.52,21.19,20.95
3210,1879,2007,42434352,42440729,9.58,5.62,153.76,35.91,21.07
3211,1880,1873,42428223,42428220,11.30,9.52,84.56,16.73,14.09
3212,1880,1934,42428223,5481897723,9.67,6.38,65.43,15.13,9.98
3213,1881,1920,42430295,42430298,8.71,7.25,77.92,20.00,16.65
3214,1881,1924,42430295,6223969260,8.05,6.76,49.27,13.69,11.49
3215,1882,1892,42433550,42435925,13.29,3.52,75.73,12.75,3.38
3216,1882,2008,42433550,42433551,16.64,8.33,129.50,17.41,8.72
3217,1883,1850,42432099,42452084,14.53,8.00,110.92,17.08,9.41
3218,1883,1921,42432099,486867513,5.43,6.16,99.26,40.90,46.44
3219,1883,1949,42432099,42432097,4.71,4.14,71.93,34.13,29.97
3220,1884,1847,42453624,42428212,14.06,5.72,49.73,7.91,3.22
3221,1885,1851,5254263338,42428201,11.30,7.70,158.80,31.43,21.42
3222,1886,1815,42430983,595245920,10.81,4.11,98.49,20.37,7.74
3223,1886,1876,42430983,4207854757,21.64,6.86,31.81,3.29,1.04
3224,1886,1907,42430983,4207854758,23.08,5.72,42.11,4.08,1.01
3225,1887,1871,4235734223,42443298,8.42,6.12,28.52,7.58,5.51
3226,1888,1856,4597668026,4597668036,11.52,8.27,75.47,14.65,10.51
3227,1888,1899,4597668026,42437280,14.11,6.66,10.79,1.71,0.81
3228,1889,1773,42449886,42453104,9.59,6.36,151.54,35.34,23.44
3229,1889,1857,42449886,42430886,15.84,9.20,76.44,10.80,6.27
3230,1889,1927,42449886,42446533,18.45,6.67,81.03,9.83,3.56
3231,1890,1782,42427787,42427797,4.16,4.90,140.26,75.40,88.72
3232,1891,1849,5481896585,42430292,6.83,7.49,53.03,17.38,19.07
3233,1892,1901,42435925,42437768,9.12,7.27,81.18,19.91,15.87
3234,1892,2018,42435925,42435928,8.94,5.52,128.69,32.19,19.88
3235,1893,1874,42437845,42438301,19.87,6.37,82.70,9.31,2.98
3236,1893,1912,42437845,42438304,18.43,4.59,80.93,9.82,2.45
3237,1894,1765,5798966629,42451665,20.63,6.17,151.73,16.45,4.92
3238,1894,1905,5798966629,42443513,17.43,6.39,34.41,4.42,1.62
3239,1895,1722,42455643,4215913814,17.24,7.26,214.05,27.78,11.69
3240,1895,1932,42455643,42450341,13.72,6.88,82.87,13.51,6.77
3241,1895,2117,42455643,42445037,11.29,4.21,274.15,54.29,20.23
3242,1896,1921,4215624275,486867513,11.88,6.55,28.21,5.31,2.93
3243,1897,1865,42442851,42442850,18.24,7.34,77.23,9.47,3.81
3244,1897,2090,42442851,42444827,8.94,4.42,227.69,57.00,28.22
3245,1898,1821,5481897719,42428192,3.84,3.69,101.76,59.25,56.89
3246,1899,1915,42437280,4205565503,18.89,8.03,35.30,4.18,1.78
3247,1899,2025,42437280,42434357,6.86,1.95,149.48,48.74,13.86
3248,1900,1914,42432063,4886266066,14.90,5.86,43.92,6.59,2.59
3249,1900,1957,42432063,42432066,8.11,3.55,68.20,18.81,8.23
3250,1901,1862,42437768,6330018967,19.19,6.83,42.88,5.00,1.78
3251,1901,2029,42437768,42437770,18.11,7.84,132.10,16.32,7.06
3252,1902,1685,42445025,42454042,8.65,4.08,273.65,70.77,33.34
3253,1902,1869,42445025,42440163,18.25,8.05,79.03,9.69,4.27
3254,1903,1890,42428227,42427787,13.77,15.01,85.59,13.90,15.15
3255,1903,1988,42428227,6231480916,12.57,5.98,99.19,17.65,8.39
3256,1904,1933,4886404633,3834459525,6.51,4.00,37.93,13.02,8.00
3257,1905,1720,42443513,42442842,10.43,5.84,230.48,49.45,27.71
3258,1905,1940,42443513,42453601,13.45,7.30,85.69,14.25,7.74
3259,1906,1848,42438819,42438300,10.15,3.87,73.51,16.20,6.18
3260,1906,1958,42438819,42437841,20.27,7.96,157.92,17.43,6.84
3261,1906,2000,42438819,42430989,9.86,6.48,109.83,24.91,16.35
3262,1907,1886,4207854758,42430983,19.50,8.84,42.11,4.83,2.19
3263,1908,1693,42432700,42432703,8.27,4.53,273.74,74.03,40.54
3264,1908,1928,42432700,5849918503,14.50,8.49,44.26,6.83,4.00
3265,1909,1868,42451593,4202931917,8.17,7.65,53.03,14.52,13.59
3266,1909,1949,42451593,42432097,4.66,5.30,112.44,54.03,61.51
3267,1909,1974,42451593,42447428,19.27,5.08,77.42,8.99,2.37
3268,1910,1852,42437096,42437106,9.70,5.93,68.26,15.74,9.63
3269,1910,1864,42437096,42429769,3.84,2.88,143.79,83.85,63.02
3270,1911,1695,42439964,42435654,6.74,4.62,274.06,90.96,62.35
3271,1911,1878,42439964,42433611,14.63,7.66,78.07,11.94,6.26
3272,1912,1893,42438304,42437845,12.96,7.34,80.93,13.97,7.91
3273,1912,1918,42438304,595245836,18.80,5.51,14.05,1.67,0.49
3274,1913,1891,42428232,5481896585,7.47,6.80,26.31,7.88,7.18
3275,1913,1903,42428232,42428227,15.25,14.04,83.49,12.25,11.28
3276,1914,1946,4886266066,1919595914,7.77,5.23,95.72,27.55,18.54
3277,1915,1931,4205565503,42456543,17.74,9.15,38.71,4.88,2.52
3278,1916,1834,4581870335,42443937,15.92,12.49,91.92,12.92,10.14
3279,1916,1939,4581870335,5458544542,26.42,11.89,28.77,2.44,1.10
3280,1917,1877,42437500,6330018965,17.83,4.67,42.27,5.30,1.39
3281,1918,1912,595245836,42438304,20.34,7.21,14.05,1.55,0.55
3282,1918,1937,595245836,42438306,10.24,3.22,63.39,13.84,4.35
3283,1919,1803,42431453,42431452,7.37,3.61,150.00,45.55,22.33
3284,1919,1879,42431453,42434352,6.01,6.03,87.52,32.60,32.71
3285,1919,1953,42431453,42434354,10.43,10.24,80.83,17.33,17.01
3286,1920,1746,42430298,6223189525,5.11,7.10,217.09,95.07,132.09
3287,1920,1944,42430298,4886228960,10.02,7.03,56.01,12.50,8.78
3288,1921,1883,486867513,42432099,9.47,6.92,99.26,23.45,17.15
3289,1921,1926,486867513,42429773,16.67,6.81,17.40,2.33,0.95
3290,1921,1986,486867513,486867534,12.49,8.23,71.69,12.84,8.46
3291,1922,1791,4597668038,42428179,5.64,3.75,168.40,66.84,44.45
3292,1922,1888,4597668038,4597668026,15.73,8.76,74.03,10.53,5.86
3293,1923,1884,42429874,42453624,14.78,7.67,79.61,12.05,6.25
3294,1923,2062,42429874,42429876,7.13,6.19,154.28,48.37,41.97
3295,1924,1913,6223969260,42428232,13.88,13.45,84.32,13.59,13.17
3296,1924,1982,6223969260,6223969262,12.24,5.43,68.22,12.47,5.53
3297,1925,1942,42430984,4207854760,20.85,6.38,42.29,4.54,1.39
3298,1925,2143,42430984,42442410,10.77,4.94,275.34,57.17,26.22
3299,1926,1864,42429773,42429769,10.12,6.91,74.07,16.37,11.17
3300,1926,1921,42429773,486867513,13.77,6.19,17.40,2.83,1.27
3301,1926,1941,42429773,4215596089,14.76,6.01,48.74,7.39,3.01
3302,1927,1889,42446533,42449886,16.20,9.94,81.03,11.19,6.87
3303,1927,1963,42446533,42436941,15.06,6.57,81.34,12.08,5.27
3304,1927,2104,42446533,42442870,9.07,4.32,216.07,53.31,25.38
3305,1928,1943,5849918503,42435675,14.34,8.53,35.43,5.53,3.29
3306,1929,1894,4202899501,5798966629,8.72,8.03,41.43,10.62,9.78
3307,1930,1832,42434201,5481937338,17.18,3.85,126.64,16.49,3.69
3308,1930,1897,42434201,42442851,18.09,7.63,74.01,9.15,3.86
3309,1931,1922,42456543,4597668038,11.95,6.19,10.74,2.01,1.04
3310,1931,1965,42456543,42439203,13.64,9.52,74.44,12.21,8.52
3311,1932,1969,42450341,42440935,17.79,5.95,81.73,10.28,3.43
3312,1932,2154,42450341,42445039,8.64,4.52,273.89,70.93,37.15
3313,1933,1940,3834459525,42453601,8.26,4.05,10.06,2.73,1.34
3314,1934,1998,5481897723,42438544,5.23,5.69,74.48,31.83,34.59
3315,1935,1902,42445027,42445025,14.66,7.41,79.66,12.16,6.14
3316,1935,2009,42445027,5481881554,15.74,5.04,83.39,11.85,3.79
3317,1936,1920,6224277869,42430298,12.06,10.25,23.95,4.44,3.77
3318,1937,1918,42438306,595245836,18.00,6.18,63.39,7.88,2.71
3319,1937,1945,42438306,5619144361,15.62,6.51,8.21,1.18,0.49
3320,1937,1971,42438306,61272284,20.04,4.64,82.90,9.25,2.14
3321,1938,1851,42445867,42428201,4.63,3.40,110.89,53.61,39.43
3322,1938,1950,42445867,4276517126,19.87,6.38,10.41,1.17,0.38
3323,1938,1978,42445867,42436575,13.36,6.89,82.76,13.86,7.15
3324,1939,1916,5458544542,4581870335,20.31,11.83,28.77,3.17,1.85
3325,1939,1996,5458544542,5458544539,22.28,14.59,53.06,5.33,3.49
3326,1940,1967,42453601,6133355298,15.15,6.32,57.84,8.54,3.56
3327,1941,1926,4215596089,42429773,8.37,6.89,48.74,13.03,10.73
3328,1941,1972,4215596089,42437084,13.82,7.22,95.06,15.39,8.04
3329,1942,1925,4207854760,42430984,19.91,7.21,42.29,4.75,1.72
3330,1943,1983,42435675,42435677,13.43,7.70,78.99,13.15,7.54
3331,1943,2001,42435675,2639531766,8.56,8.86,65.25,17.05,17.66
3332,1944,1959,4886228960,42430304,10.51,6.78,31.28,6.66,4.30
3333,1945,1937,5619144361,42438306,8.44,6.90,8.21,2.18,1.78
3334,1945,2014,5619144361,42438832,18.23,3.97,77.40,9.49,2.07
3335,1946,1952,1919595914,42456331,6.83,6.70,15.09,4.94,4.84
3336,1946,2010,1919595914,1919595911,17.48,7.45,68.32,8.74,3.73
3337,1947,1911,42439968,42439964,16.00,7.09,79.08,11.05,4.90
3338,1947,2033,42439968,42428277,8.18,7.34,96.62,26.42,23.69
3339,1948,1738,4886228959,42437654,8.15,5.38,262.33,71.96,47.50
3340,1948,1959,4886228959,42430304,15.32,5.33,12.92,1.89,0.66
3341,1949,1986,42432097,486867534,4.42,2.78,99.21,50.22,31.62
3342,1950,1938,4276517126,42445867,11.45,7.44,10.41,2.03,1.32
3343,1950,2042,4276517126,4205565512,13.68,6.24,104.81,17.14,7.82
3344,1951,1935,4207837422,42445027,13.97,7.40,28.98,4.64,2.46
3345,1952,1929,42456331,4202899501,11.30,8.49,24.59,4.87,3.65
3346,1953,1919,42434354,42431453,15.30,10.77,80.83,11.82,8.32
3347,1953,1993,42434354,42434355,14.85,9.84,74.09,11.16,7.39
3348,1953,2086,42434354,42449890,10.19,5.11,154.37,33.90,17.01
3349,1954,1777,42428253,42439952,6.91,6.22,223.10,72.27,65.11
3350,1955,1865,5481937330,42442850,5.32,2.34,113.25,47.60,20.96
3351,1956,1922,4597668028,4597668038,16.61,7.64,74.37,10.02,4.61
3352,1956,1965,4597668028,42439203,11.17,6.67,10.67,2.14,1.28
3353,1957,1910,42432066,42437096,4.20,3.71,137.99,73.48,64.84
3354,1957,2027,42432066,42432068,8.96,9.57,74.07,18.49,19.75
3355,1958,1989,42437841,42438825,20.18,9.25,80.13,8.88,4.07
3356,1959,1948,42430304,4886228959,13.43,5.87,12.92,2.15,0.94
3357,1959,1977,42430304,4886228958,18.15,5.12,23.30,2.87,0.81
3358,1959,1992,42430304,4886239171,11.52,7.42,59.18,11.49,7.40
3359,1960,1873,42434800,42428220,11.90,5.72,109.85,20.64,9.91
3360,1960,1923,42434800,42429874,15.63,7.64,78.26,11.20,5.47
3361,1961,1984,42430985,4207854762,22.49,5.07,45.35,4.51,1.02
3362,1961,2045,42430985,5481869414,17.32,4.28,94.08,12.15,3.00
3363,1962,1947,5475605304,42439968,15.52,7.70,34.72,5.00,2.48
3364,1963,1798,42436941,42436939,10.11,4.54,210.81,46.66,20.96
3365,1963,1927,42436941,42446533,16.54,9.41,81.34,11.00,6.26
3366,1963,2007,42436941,42440729,14.92,7.04,87.45,13.11,6.19
3367,1964,1954,42428258,42428253,7.68,7.20,84.48,24.61,23.07
3368,1964,2038,42428258,42430311,11.50,7.87,81.77,15.90,10.87
3369,1965,2003,42439203,42453310,12.07,8.18,74.23,13.76,9.33
3370,1965,2037,42439203,42438849,13.13,6.13,80.22,13.67,6.38
3371,1966,1930,42434142,42434201,19.27,6.11,77.91,9.04,2.87
3372,1967,1981,6133355298,42437339,15.16,7.62,23.63,3.49,1.75
3373,1968,1890,5481897724,42427787,5.42,5.83,94.48,38.98,41.89
3374,1969,1751,42440935,42430749,10.99,4.43,274.41,55.84,22.52
3375,1969,2011,42440935,1241742743,20.80,5.56,79.02,8.50,2.27
3376,1970,1753,1815133244,42449550,9.27,5.54,273.66,66.03,39.44
3377,1970,1951,1815133244,4207837422,15.57,6.76,50.70,7.28,3.16
3378,1971,1937,61272284,42438306,14.12,5.46,82.90,13.14,5.09
3379,1971,2024,61272284,595245843,13.66,4.01,73.44,12.03,3.54
3380,1972,1910,42437084,42437096,4.21,3.27,74.14,39.42,30.62
3381,1972,1941,42437084,4215596089,12.49,7.53,95.06,17.02,10.27
3382,1972,2027,42437084,42432068,17.58,7.99,138.07,17.57,7.99
3383,1973,1902,5481882139,42445025,7.10,7.04,92.29,29.07,28.81
3384,1974,1909,42447428,42451593,13.70,8.48,77.42,12.64,7.82
3385,1974,2050,42447428,42440408,19.34,5.79,74.46,8.61,2.58
3386,1975,1844,42428264,42439960,7.03,6.76,165.04,52.52,50.54
3387,1975,1964,42428264,42428258,9.16,8.87,83.30,20.35,19.70
3388,1976,1506,1825732607,61272996,37.50,11.77,1118.21,66.71,20.93
3389,1977,1959,4886228958,42430304,9.93,6.52,23.30,5.25,3.45
3390,1977,2208,4886228958,42437644,9.78,4.08,285.03,65.19,27.22
3391,1978,2019,42436575,42445879,19.31,8.72,77.11,8.93,4.04
3392,1978,2102,42436575,4597668029,9.37,9.37,152.40,36.38,36.38
3393,1979,2040,3892037906,42430898,6.21,7.03,67.15,24.17,27.33
3394,1980,1940,4886404634,42453601,5.22,3.77,43.88,18.80,13.56
3395,1981,1797,42437339,42437333,10.71,4.05,228.33,47.70,18.06
3396,1981,2020,42437339,42455867,17.46,5.64,78.54,10.06,3.25
3397,1982,2126,6223969262,42443680,6.56,3.76,191.54,65.31,37.40
3398,1983,1759,42435677,42445020,11.40,4.97,273.76,53.73,23.41
3399,1983,2023,42435677,42435680,13.91,7.88,79.73,12.83,7.27
3400,1984,1961,4207854762,42430985,14.81,8.65,45.35,6.85,4.00
3401,1985,2094,5481883912,42435684,5.69,4.09,131.27,51.60,37.07
3402,1986,1994,486867534,42429782,16.52,13.44,17.53,2.37,1.93
3403,1986,2059,486867534,486867548,14.75,8.83,76.61,11.62,6.96
3404,1987,1762,42439972,42435660,6.14,5.19,272.78,99.38,83.94
3405,1987,1962,42439972,5475605304,16.64,7.79,43.36,5.83,2.73
3406,1988,2077,6231480916,42437686,6.59,6.48,101.68,34.51,33.96
3407,1989,2014,42438825,42438832,11.51,7.85,77.74,15.11,10.31
3408,1990,2052,3371304370,42421982,7.24,6.19,70.48,21.76,18.60
3409,1991,1970,4207837423,1815133244,16.44,7.41,27.32,3.72,1.67
3410,1992,1999,4886239171,42430308,12.11,7.90,22.86,4.22,2.76
3411,1993,1870,42434355,42437021,5.15,4.47,148.93,64.74,56.18
3412,1993,1953,42434355,42434354,15.77,9.02,74.09,10.51,6.01
3413,1993,2025,42434355,42434357,13.64,6.75,75.04,12.30,6.08
3414,1994,1926,42429782,42429773,9.96,6.19,71.70,16.10,10.00
3415,1994,2047,42429782,42437082,12.19,4.97,143.81,26.38,10.75
3416,1995,1898,4597668039,5481897719,10.70,7.49,112.82,23.59,16.52
3417,1995,1956,4597668039,4597668028,14.93,8.60,73.62,11.03,6.36
3418,1996,1939,5458544539,5458544542,20.94,11.47,53.06,5.67,3.11
3419,1996,2063,5458544539,42440449,17.01,16.48,65.35,8.60,8.33
3420,1997,1975,42428268,42428264,13.28,10.92,82.01,13.81,11.35
3421,1997,2100,42428268,42430317,8.21,5.49,134.23,36.57,24.43
3422,1998,1960,42438544,42434800,14.79,7.53,77.58,11.73,5.97
3423,1998,2119,42438544,42445888,10.62,5.72,154.37,32.50,17.51
3424,1999,1954,42430308,42428253,6.40,5.70,51.40,17.96,15.98
3425,1999,2021,42430308,5607992553,14.54,7.99,42.69,6.57,3.61
3426,2000,1906,42430989,42438819,19.89,4.67,109.83,12.35,2.90
3427,2000,2028,42430989,3371304327,21.70,6.15,54.34,5.60,1.59
3428,2001,2070,2639531766,5481885793,6.00,8.67,70.62,26.34,38.06
3429,2002,1887,42442857,4235734223,10.89,5.41,134.65,27.66,13.74
3430,2002,1966,42442857,42434142,18.84,6.07,74.04,8.79,2.83
3431,2003,1995,42453310,4597668039,10.14,6.75,10.62,2.34,1.56
3432,2003,2043,42453310,42440323,14.38,8.16,78.45,12.21,6.93
3433,2004,2044,61254247,61269797,37.31,15.33,59.94,3.59,1.48
3434,2005,1980,3291987532,4886404634,11.62,7.21,28.96,5.58,3.46
3435,2006,1973,5481883907,5481882139,16.44,7.54,30.97,4.21,1.93
3436,2007,1879,42440729,42434352,8.30,3.50,153.76,41.46,17.51
3437,2007,1963,42440729,42436941,16.67,7.43,87.45,11.74,5.23
3438,2007,2035,42440729,5481911746,20.59,5.25,58.10,6.31,1.61
3439,2007,2175,42440729,42440737,9.53,4.79,216.12,50.71,25.49
3440,2008,1882,42433551,42433550,15.48,7.41,129.50,18.71,8.96
3441,2008,2050,42433551,42440408,3.96,3.11,187.13,105.76,82.99
3442,2008,2083,42433551,3234087898,21.62,5.37,74.43,7.70,1.91
3443,2009,2156,5481881554,42435702,6.65,4.60,190.60,64.13,44.39
3444,2010,1957,1919595911,42432066,5.37,4.75,141.05,58.72,51.96
3445,2010,2080,1919595911,1919595929,14.96,10.53,74.69,11.17,7.86
3446,2011,1787,1241742743,2061592973,9.28,3.51,274.96,66.26,25.07
3447,2011,2052,1241742743,42421982,22.21,6.25,80.85,8.14,2.29
3448,2012,2023,6210777838,42435680,10.02,6.01,10.64,2.38,1.43
3449,2013,1991,42445033,4207837423,19.65,6.31,52.00,5.92,1.90
3450,2013,2136,42445033,2348991701,15.95,6.40,167.00,23.43,9.41
3451,2014,1945,42438832,5619144361,11.76,6.72,77.40,14.72,8.41
3452,2014,2131,42438832,42431000,10.00,6.42,159.89,35.78,22.97
3453,2015,1911,42428272,42439964,8.23,6.54,117.59,31.95,25.37
3454,2015,1997,42428272,42428268,10.26,8.72,82.22,17.93,15.23
3455,2016,1905,4478001045,42443513,6.47,4.47,140.00,48.39,33.44
3456,2016,1952,4478001045,42456331,16.57,9.30,68.28,9.22,5.17
3457,2016,2010,4478001045,1919595911,5.80,5.12,14.60,5.63,4.97
3458,2017,1919,5481911751,42431453,8.68,6.81,115.41,29.75,23.35
3459,2018,2008,42435928,42433551,4.05,4.41,76.36,42.18,45.96
3460,2018,2155,42435928,588455700,9.73,5.51,158.21,36.36,20.61
3461,2019,2062,42445879,42429876,16.57,9.29,80.32,10.85,6.08
3462,2020,2046,42455867,6133355297,19.07,5.27,52.01,6.10,1.69
3463,2020,2079,42455867,3316523995,18.61,3.69,68.69,8.26,1.64
3464,2021,2038,5607992553,42430311,13.31,8.96,36.79,6.19,4.16
3465,2022,1999,4886239172,42430308,6.04,5.77,24.30,9.00,8.59
3466,2023,2051,42435680,4207957615,19.42,6.90,56.32,6.49,2.31
3467,2023,2135,42435680,1758380526,8.85,5.80,154.79,39.13,25.67
3468,2024,1971,595245843,61272284,20.02,5.23,73.44,8.21,2.14
3469,2024,2044,595245843,61269797,12.08,4.48,92.46,17.12,6.35
3470,2024,2067,595245843,42425223,15.48,5.67,40.39,5.84,2.14
3471,2025,1993,42434357,42434355,13.17,8.93,75.04,12.75,8.65
3472,2025,2065,42434357,42434358,13.18,5.54,74.13,12.59,5.29
3473,2025,2141,42434357,42437283,7.38,2.80,154.81,46.91,17.80
3474,2026,1808,42437363,42435663,4.92,2.88,273.95,124.58,72.84
3475,2026,1987,42437363,42439972,10.81,7.33,84.83,17.56,11.91
3476,2026,2073,42437363,42428287,12.15,8.53,51.25,9.43,6.62
3477,2027,1972,42432068,42437084,14.15,7.09,138.07,21.83,10.94
3478,2027,2080,42432068,1919595929,7.27,5.44,141.02,43.40,32.48
3479,2027,2091,42432068,42432071,12.76,10.56,71.78,12.59,10.42
3480,2028,2000,3371304327,42430989,16.16,11.34,54.34,7.52,5.28
3481,2028,2041,3371304327,3377387917,21.71,6.99,23.81,2.45,0.79
3482,2029,1901,42437770,42437768,18.15,8.25,132.10,16.28,7.40
3483,2029,2018,42437770,42435928,8.59,6.64,81.10,21.11,16.31
3484,2029,2164,42437770,42437773,15.63,6.53,159.30,22.80,9.53
3485,2030,2000,3371304325,42430989,7.84,6.92,33.91,9.67,8.54
3486,2031,2013,4207837424,42445033,19.35,7.30,38.00,4.39,1.66
3487,2032,1995,4597668040,4597668039,17.24,8.18,79.11,10.26,4.87
3488,2032,2043,4597668040,42440323,10.95,6.43,10.54,2.15,1.27
3489,2033,2015,42428277,42428272,12.69,8.60,80.44,14.18,9.61
3490,2033,2167,42428277,42430324,6.90,6.14,177.74,57.66,51.34
3491,2034,1913,6321287404,42428232,3.51,3.60,142.69,91.02,93.53
3492,2035,2007,5481911746,42440729,10.96,9.17,58.10,11.86,9.92
3493,2035,2055,5481911746,42431459,22.14,6.20,29.04,2.93,0.82
3494,2036,1968,42427786,5481897724,10.93,6.32,75.79,15.50,8.96
3495,2036,1998,42427786,42438544,16.25,7.02,79.13,10.89,4.71
3496,2037,2093,42438849,42434360,6.23,4.23,68.91,24.74,16.80
3497,2038,2076,42430311,42430314,16.02,8.00,76.89,10.73,5.36
3498,2038,2218,42430311,6350462397,12.63,6.47,227.61,40.31,20.64
3499,2039,2029,6330018969,42437770,5.54,5.34,77.50,31.28,30.14
3500,2040,2002,42430898,42442857,17.32,6.74,75.05,9.70,3.78
3501,2040,2222,42430898,42430903,9.44,5.12,228.56,54.17,29.42
3502,2041,2028,3377387917,3371304327,21.46,9.06,23.81,2.48,1.05
3503,2041,2057,3377387917,3377387920,20.62,8.65,24.07,2.61,1.09
3504,2042,1950,4205565512,4276517126,8.38,7.49,104.81,27.99,25.02
3505,2042,2075,4205565512,4597668041,11.10,6.65,36.78,7.41,4.44
3506,2043,2082,42440323,42448693,12.95,8.43,85.17,14.71,9.57
3507,2043,2153,42440323,42440325,10.24,6.73,150.26,32.82,21.57
3508,2044,2049,61269797,3480733606,35.30,15.33,12.76,0.81,0.35
3509,2045,2180,5481869414,42442415,9.54,4.55,182.18,42.69,20.37
