edge_id,start_node_id,end_node_id,osm_start_node_id,osm_end_node_id,speed_mph_mean,speed_mph_stddev,dist_meter,time_sec_mean,time_sec_stddev
1,1,2,42433712,42433715,17.02,6.30,79.14,10.40,3.85
2,1,5,42433712,246901366,25.55,16.02,148.06,12.96,8.13
3,2,1,42433715,42433712,29.08,16.63,79.14,6.09,3.48
4,2,6,42433715,42433718,11.47,5.79,79.23,15.46,7.80
5,3,23,42437410,42437401,22.90,16.89,104.29,10.19,7.51
6,4,8,42427412,42440628,15.80,9.45,76.04,10.77,6.44
7,4,16,42427412,42427411,11.89,8.69,74.33,13.98,10.22
8,5,1,246901366,42433712,14.57,6.39,148.06,22.73,9.97
9,5,7,246901366,42443666,12.71,9.98,101.56,17.87,14.04
10,5,9,246901366,246858654,20.71,16.87,38.57,4.17,3.39
11,6,2,42433718,42433715,20.80,13.66,79.23,8.52,5.60
12,6,16,42433718,42427411,12.47,9.97,85.94,15.41,12.32
13,7,1,42443666,42433712,17.35,13.03,88.20,11.37,8.54
14,7,12,42443666,42429521,9.86,8.64,81.60,18.52,16.23
15,8,4,42440628,42427412,12.67,6.53,76.04,13.42,6.92
16,8,11,42440628,42440639,31.34,19.86,37.53,2.68,1.70
17,8,11,42440628,42440639,14.58,10.99,37.53,5.76,4.34
18,9,5,246858654,246901366,16.52,9.38,38.57,5.22,2.97
19,9,15,246858654,4207802391,18.98,14.08,21.19,2.50,1.85
20,10,9,587987721,246858654,16.58,14.53,34.84,4.70,4.12
21,10,20,587987721,42451375,23.15,21.59,30.15,2.91,2.72
22,11,8,42440639,42440628,21.45,8.19,37.53,3.91,1.49
23,11,23,42440639,42437401,13.76,9.36,87.33,14.20,9.66
24,12,2,42429521,42433715,27.86,15.87,78.90,6.33,3.61
25,12,18,42429521,588593097,11.40,10.28,81.73,16.03,14.45
26,13,31,42445286,42446849,7.71,10.22,78.25,22.71,30.11
27,14,165,246899801,42451402,35.02,5.28,569.54,36.38,5.48
28,15,22,4207802391,1772136801,20.06,13.94,21.59,2.41,1.67
29,16,4,42427411,42427412,12.95,9.01,74.33,12.84,8.93
30,16,6,42427411,42433718,13.86,7.42,85.94,13.87,7.42
31,16,35,42427411,588593611,10.62,12.33,83.69,17.63,20.46
32,17,27,246900041,4145434709,12.68,9.48,163.14,28.77,21.51
33,18,6,588593097,42433718,18.31,17.40,56.69,6.93,6.58
34,19,13,42429633,42445286,14.45,11.24,90.59,14.03,10.91
35,20,30,42451375,42451370,11.40,12.43,183.69,36.04,39.31
36,21,9,246923513,246858654,11.40,11.00,41.87,8.22,7.93
37,21,20,246923513,42451375,16.85,13.71,21.54,2.86,2.33
38,22,21,1772136801,246923513,20.21,18.37,9.19,1.02,0.92
39,22,41,1772136801,1772136810,23.33,11.25,63.71,6.11,2.94
40,23,3,42437401,42437410,22.47,16.49,104.29,10.38,7.62
41,23,11,42437401,42440639,20.52,8.70,87.33,9.52,4.04
42,23,29,42437401,4281671258,18.18,12.63,117.25,14.43,10.03
43,23,57,42437401,246866798,9.21,9.77,102.00,24.77,26.28
44,24,10,588593353,587987721,24.26,14.92,172.99,15.95,9.81
45,24,14,588593353,246899801,27.88,6.33,173.89,13.95,3.17
46,25,31,42446854,42446849,13.69,10.46,41.09,6.71,5.13
47,25,95,42446854,246866806,10.25,14.22,203.34,44.37,61.57
48,26,21,4207802392,246923513,14.42,12.64,29.51,4.58,4.01
49,27,30,4145434709,42451370,14.79,10.16,21.67,3.28,2.25
50,28,24,246909454,588593353,24.89,9.90,61.95,5.57,2.21
51,29,23,4281671258,42437401,12.33,8.15,117.25,21.26,14.05
52,29,33,4281671258,42422026,9.09,13.54,54.17,13.34,19.88
53,30,32,42451370,4207802393,16.10,11.26,19.34,2.69,1.88
54,30,47,42451370,5209084625,30.72,17.28,44.89,3.27,1.84
55,31,25,42446849,42446854,10.97,13.09,41.09,8.38,10.00
56,31,44,42446849,42429595,10.97,11.24,60.51,12.34,12.65
57,32,34,4207802393,246911576,17.28,11.66,24.32,3.15,2.13
58,33,29,42422026,4281671258,15.29,6.77,54.17,7.92,3.51
59,33,38,42422026,889298452,15.02,13.52,32.75,4.88,4.39
60,33,77,42422026,246858433,10.74,11.93,109.30,22.76,25.27
61,34,37,246911576,3574648569,22.00,10.39,19.64,2.00,0.94
62,34,46,246911576,246899083,18.81,12.45,30.22,3.59,2.38
63,35,16,588593611,42427411,18.97,15.30,83.69,9.87,7.96
64,35,28,588593611,246909454,23.96,10.51,68.10,6.36,2.79
65,37,39,3574648569,588593059,25.44,10.02,10.02,0.88,0.35
66,38,33,889298452,42422026,26.02,17.38,32.75,2.82,1.88
67,38,40,889298452,889298432,14.68,12.66,3.25,0.50,0.43
68,39,28,588593059,246909454,20.86,14.33,31.17,3.34,2.30
69,39,45,588593059,246913431,26.66,9.77,46.47,3.90,1.43
70,40,38,889298432,889298452,26.12,18.83,3.25,0.28,0.20
71,40,43,889298432,1696261064,16.53,12.71,3.26,0.44,0.34
72,41,54,1772136810,2889562918,22.74,12.14,34.75,3.42,1.82
73,42,26,588546882,4207802392,16.49,12.41,36.75,4.99,3.75
74,42,41,588546882,1772136810,21.46,19.83,12.01,1.25,1.16
75,43,38,1696261064,889298452,19.10,15.33,6.41,0.75,0.60
76,43,40,1696261064,889298432,25.01,19.45,3.26,0.29,0.23
77,44,31,42429595,42446849,14.39,12.65,60.51,9.40,8.27
78,44,49,42429595,42429630,13.82,6.35,32.77,5.30,2.44
79,44,82,42429595,42429577,11.85,11.98,93.07,17.58,17.78
80,45,58,246913431,42446640,25.61,9.83,92.17,8.05,3.09
81,46,64,246899083,246899085,24.41,11.88,44.01,4.03,1.96
82,47,60,5209084625,4207000214,30.88,17.43,29.28,2.12,1.20
83,48,68,246906179,246906186,23.43,12.59,152.80,14.59,7.84
84,49,19,42429630,42429633,12.38,8.78,107.16,19.36,13.72
85,49,44,42429630,42429595,15.09,12.84,32.77,4.86,4.14
86,49,55,42429630,42446800,17.14,10.49,23.37,3.05,1.87
87,50,39,4149752689,588593059,16.65,13.89,28.66,3.85,3.21
88,51,45,4149748669,246913431,15.02,12.89,30.49,4.54,3.89
89,53,45,4149750389,246913431,20.13,17.39,23.38,2.60,2.24
90,54,69,2889562918,3914862593,21.28,13.09,20.82,2.19,1.35
91,55,49,42446800,42429630,12.23,8.32,23.37,4.27,2.91
92,55,89,42446800,42446825,9.84,9.37,135.16,30.72,29.24
93,56,52,4149974435,370880729,26.76,10.59,7.77,0.65,0.26
94,57,23,246866798,42437401,14.57,13.17,102.00,15.66,14.15
95,57,66,246866798,246858431,14.03,8.22,14.40,2.30,1.34
96,58,73,42446640,42452314,21.38,11.65,109.44,11.45,6.24
97,58,87,42446640,42446632,15.79,12.60,74.97,10.62,8.47
98,59,56,4149947889,4149974435,24.95,10.35,20.54,1.84,0.76
99,60,62,4207000214,42452994,30.24,17.43,3.41,0.25,0.15
100,61,59,3574648567,4149947889,23.86,11.28,22.51,2.11,1.00
101,62,42,42452994,588546882,29.82,17.18,172.20,12.92,7.44
102,63,35,5815234915,588593611,21.29,11.94,226.40,23.79,13.34
103,63,48,5815234915,246906179,23.19,11.39,161.98,15.63,7.68
104,64,61,246899085,3574648567,26.15,10.05,121.63,10.41,4.00
105,65,67,370880731,4916899612,30.81,12.59,8.56,0.62,0.25
106,66,57,246858431,246866798,16.06,10.66,14.40,2.01,1.33
107,66,63,246858431,5815234915,26.65,9.38,14.07,1.18,0.42
108,66,74,246858431,42437396,14.39,9.11,26.04,4.05,2.56
109,67,78,4916899612,246909446,29.42,12.45,94.17,7.16,3.03
110,68,61,246906186,3574648567,18.06,12.07,134.27,16.63,11.11
111,69,71,3914862593,588546798,18.78,14.89,10.51,1.25,0.99
112,69,90,3914862593,588546891,17.16,14.98,68.28,8.90,7.77
113,70,36,42431635,42445291,14.79,3.73,83.93,12.69,3.20
114,70,96,42431635,42431630,13.76,3.67,84.49,13.73,3.67
115,71,42,588546798,588546882,17.40,11.40,58.67,7.54,4.94
116,71,88,588546798,42436202,18.40,13.05,172.54,20.98,14.88
117,72,50,3574612293,4149752689,16.12,13.91,39.82,5.53,4.77
118,72,51,3574612293,4149748669,14.35,12.25,44.17,6.89,5.88
119,73,74,42452314,42437396,19.89,11.67,43.86,4.93,2.89
120,74,66,42437396,246858431,32.36,16.24,26.04,1.80,0.90
121,74,81,42437396,6417761624,23.61,9.25,68.08,6.45,2.53
122,74,106,42437396,3772840882,13.82,11.75,79.38,12.84,10.92
123,75,53,42438030,4149750389,19.16,16.43,52.09,6.08,5.21
124,76,75,4149750390,42438030,19.90,16.61,8.16,0.92,0.77
125,77,33,246858433,42422026,8.53,6.69,109.30,28.66,22.48
126,77,66,246858433,246858431,23.46,9.32,147.79,14.09,5.60
127,77,86,246858433,42422028,13.38,11.84,24.86,4.16,3.68
128,78,79,246909446,5209071190,27.95,12.41,39.17,3.14,1.39
129,78,91,246909446,42424521,21.51,13.22,71.09,7.39,4.54
130,79,72,5209071190,3574612293,20.56,12.00,87.81,9.56,5.58
131,80,36,42446814,42445291,13.64,5.26,119.04,19.53,7.53
132,80,55,42446814,42446800,10.73,5.89,135.31,28.20,15.49
133,80,89,42446814,42446825,10.62,13.06,25.77,5.43,6.67
134,81,86,6417761624,42422028,21.60,11.49,66.47,6.88,3.66
135,82,49,42429577,42429630,15.30,14.09,87.30,12.76,11.75
136,82,120,42429577,246858435,8.61,13.56,80.66,20.97,33.03
137,83,77,5636437656,246858433,18.73,9.71,100.97,12.06,6.25
138,84,85,42444353,42444479,13.50,12.09,51.53,8.54,7.65
139,84,93,42444353,2034011052,12.09,8.40,57.18,10.58,7.35
140,85,84,42444479,42444353,15.95,8.85,51.53,7.23,4.01
141,85,90,42444479,588546891,12.38,12.43,102.00,18.43,18.50
142,85,134,42444479,42444480,23.07,14.82,108.75,10.55,6.78
143,86,77,42422028,246858433,15.67,9.88,24.86,3.55,2.24
144,86,98,42422028,1431790465,23.14,10.27,214.71,20.76,9.21
145,87,76,42446632,4149750390,22.41,16.99,85.11,8.50,6.44
146,87,118,42446632,42436181,9.59,12.09,71.17,16.60,20.94
147,88,121,42436202,42456297,14.28,12.83,94.60,14.81,13.30
148,89,80,42446825,42446814,12.05,7.97,25.77,4.78,3.16
149,89,109,42446825,42431629,11.35,9.70,80.25,15.82,13.53
150,89,125,42446825,246866830,7.43,8.26,92.26,27.76,30.85
151,90,85,588546891,42444479,18.03,12.37,102.00,12.66,8.69
152,90,92,588546891,42428345,15.17,10.99,8.21,1.21,0.88
153,91,100,42424521,42436178,15.90,14.64,50.98,7.17,6.60
154,91,114,42424521,4206997137,13.78,14.82,44.96,7.30,7.85
155,92,71,42428345,588546798,16.21,10.83,67.07,9.26,6.19
156,92,90,42428345,588546891,13.37,7.04,8.21,1.37,0.72
157,93,84,2034011052,42444353,15.63,12.29,57.18,8.19,6.44
158,93,113,2034011052,279151954,9.69,8.09,44.63,10.31,8.61
159,94,101,1805328753,4206998241,35.07,19.76,19.01,1.21,0.68
160,95,25,246866806,42446854,18.80,17.42,203.34,24.19,22.41
161,95,103,246866806,373880031,7.68,7.00,15.50,4.52,4.12
162,96,70,42431630,42431635,12.95,3.83,84.49,14.59,4.31
163,96,80,42431630,42446814,10.65,7.07,80.27,16.86,11.20
164,96,109,42431630,42431629,18.61,5.66,26.40,3.17,0.96
165,97,73,42452310,42452314,8.11,7.15,79.43,21.92,19.34
166,97,87,42452310,42446632,25.64,16.88,99.12,8.65,5.69
167,98,116,1431790465,42453395,21.20,11.02,90.96,9.60,4.99
168,99,94,607911351,1805328753,37.85,23.62,30.45,1.80,1.12
169,99,108,607911351,607911362,27.07,16.75,67.41,5.57,3.45
170,100,102,42436178,4149936245,25.93,17.57,6.79,0.59,0.40
171,100,121,42436178,42456297,12.13,11.89,40.37,7.44,7.30
172,101,105,4206998241,1805328780,35.92,19.25,29.27,1.82,0.98
173,102,100,4149936245,42436178,10.96,10.65,6.79,1.39,1.35
174,102,118,4149936245,42436181,20.37,19.90,97.67,10.72,10.47
175,103,83,373880031,5636437656,21.06,8.11,201.54,21.41,8.24
176,103,95,373880031,246866806,13.11,11.25,15.50,2.64,2.27
177,103,116,373880031,42453395,12.03,11.48,23.77,4.42,4.22
178,104,99,1805328787,607911351,27.92,16.31,6.90,0.55,0.32
179,105,104,1805328780,1805328787,30.77,17.48,6.75,0.49,0.28
180,106,115,3772840882,42434401,22.04,13.78,54.44,5.53,3.45
181,106,135,3772840882,42436187,14.56,13.70,78.38,12.04,11.33
182,107,98,6552385850,1431790465,32.04,17.66,10.51,0.73,0.40
183,108,99,607911362,607911351,26.04,16.68,67.41,5.79,3.71
184,108,112,607911362,3274291207,27.63,17.16,9.18,0.74,0.46
185,109,96,42431629,42431630,14.83,6.18,26.40,3.98,1.66
186,109,133,42431629,246866828,8.07,9.51,64.21,17.80,20.99
187,110,103,3594896439,373880031,19.68,9.10,41.18,4.68,2.16
188,111,81,6417764328,6417761624,24.39,16.91,72.02,6.60,4.58
189,112,108,3274291207,607911362,25.07,16.70,9.18,0.82,0.55
190,112,113,3274291207,279151954,27.43,17.27,25.09,2.05,1.29
191,113,93,279151954,2034011052,17.94,11.38,44.63,5.57,3.53
192,113,112,279151954,3274291207,24.45,17.25,25.09,2.30,1.62
193,113,145,279151954,42426747,7.66,7.58,80.40,23.47,23.22
194,114,121,4206997137,42456297,16.55,13.95,19.29,2.61,2.20
195,115,111,42434401,6417764328,23.32,17.50,19.46,1.87,1.40
196,116,103,42453395,373880031,37.55,18.81,23.77,1.42,0.71
197,116,123,42453395,42453398,20.79,9.85,84.87,9.13,4.32
198,117,107,6552385849,6552385850,36.12,14.01,26.15,1.62,0.63
199,118,102,42436181,4149936245,13.06,11.53,97.67,16.73,14.77
200,118,140,42436181,42446622,10.13,13.21,58.76,12.98,16.93
201,119,110,3594896445,3594896439,20.75,8.05,101.07,10.90,4.23
202,120,82,246858435,42429577,14.17,11.46,80.66,12.73,10.29
203,120,119,246858435,3594896445,20.66,8.54,26.45,2.86,1.18
204,120,131,246858435,42429570,10.66,10.09,29.20,6.13,5.80
205,121,122,42456297,4149936235,16.51,12.59,6.27,0.85,0.65
206,122,102,4149936235,4149936245,11.92,10.17,42.07,7.90,6.73
207,122,140,4149936235,42446622,13.69,13.21,101.52,16.59,16.00
208,123,126,42453398,4207143415,17.53,11.05,32.74,4.18,2.63
209,124,120,4207143416,246858435,17.85,9.68,58.49,7.33,3.98
210,125,89,246866830,42446825,11.91,10.54,92.26,17.33,15.34
211,125,130,246866830,246858449,11.37,7.63,12.46,2.45,1.65
212,126,131,4207143415,42429570,16.88,11.05,56.26,7.46,4.88
213,127,132,42428529,42428524,10.90,10.50,110.18,22.61,21.76
214,128,88,42428365,42436202,7.16,7.45,98.86,30.88,32.10
215,128,92,42428365,42428345,9.60,10.24,162.73,37.94,40.50
216,128,127,42428365,42428529,10.70,10.70,91.94,19.23,19.23
217,129,97,42436184,42452310,10.79,8.49,76.87,15.94,12.54
218,129,118,42436184,42436181,10.73,10.31,89.11,18.58,17.86
219,130,124,246858449,4207143416,19.84,7.91,82.51,9.30,3.71
220,130,125,246858449,246866830,17.23,8.90,12.46,1.62,0.83
221,130,142,246858449,42449613,13.15,8.79,26.99,4.59,3.07
222,131,120,42429570,246858435,11.12,10.46,29.20,5.87,5.53
223,131,136,42429570,4215665527,17.12,9.76,83.92,10.96,6.25
224,131,150,42429570,4143838198,17.41,8.56,58.66,7.54,3.70
225,132,134,42428524,42444480,12.12,11.65,52.75,9.74,9.36
226,132,176,42428524,42431877,6.74,8.04,136.27,45.23,53.99
227,133,109,246866828,42431629,16.04,5.15,64.21,8.96,2.87
228,133,137,246866828,246858448,9.37,7.82,12.48,2.98,2.49
229,134,138,42444480,42444355,11.10,11.51,53.14,10.71,11.11
230,134,175,42444480,42431889,15.71,16.00,129.33,18.42,18.75
231,135,129,42436187,42436184,11.15,10.11,48.80,9.79,8.88
232,136,142,4215665527,42449613,16.81,10.78,51.66,6.87,4.41
233,137,130,246858448,246858449,17.14,9.19,83.25,10.87,5.83
234,137,133,246858448,246866828,14.84,7.29,12.48,1.88,0.92
235,137,147,246858448,42431626,11.23,8.12,27.81,5.54,4.00
236,138,84,42444355,42444353,8.18,10.50,120.97,33.07,42.45
237,139,135,42436192,42436187,9.15,9.09,22.91,5.60,5.56
238,139,157,42436192,1506902240,27.47,16.63,82.68,6.73,4.08
239,140,157,42446622,1506902240,12.46,10.27,151.98,27.30,22.51
240,140,164,42446622,42428368,18.61,16.79,92.88,11.17,10.08
241,141,139,5487737822,42436192,8.79,10.17,15.30,3.89,4.50
242,142,130,42449613,246858449,15.96,11.48,26.99,3.78,2.72
243,142,146,42449613,4143812552,17.51,9.20,13.22,1.69,0.89
244,142,147,42449613,42431626,19.84,10.02,80.52,9.08,4.58
245,143,137,4207143417,246858448,16.57,9.45,81.12,10.95,6.25
246,144,141,42434413,5487737822,9.23,9.89,26.33,6.38,6.84
247,145,113,42426747,279151954,15.57,11.79,80.40,11.55,8.75
248,145,138,42426747,42444355,8.99,10.18,76.46,19.02,21.52
249,145,155,42426747,42433834,11.13,8.29,60.76,12.21,9.09
250,146,193,4143812552,5812723033,11.34,6.71,165.81,32.72,19.36
251,147,137,42431626,246858448,8.88,7.13,27.81,7.00,5.62
252,147,153,42431626,42453417,19.77,10.36,215.75,24.41,12.79
253,147,156,42431626,4215665528,15.49,6.06,55.60,8.03,3.14
254,148,127,42442088,42428529,10.01,10.70,58.30,13.03,13.92
255,149,138,42444360,42444355,11.09,10.45,37.93,7.65,7.21
256,150,131,4143838198,42429570,6.05,6.87,58.66,21.67,24.60
257,150,186,4143838198,42429565,8.20,8.27,102.86,28.07,28.33
258,151,145,42444200,42426747,14.72,12.91,107.31,16.31,14.31
259,152,123,42459493,42453398,5.87,4.73,106.03,40.38,32.49
260,153,158,42453417,2565683776,15.10,6.41,19.10,2.83,1.20
261,153,160,42453417,4207143418,20.92,11.71,142.42,15.23,8.53
262,154,143,246858445,4207143417,19.63,7.24,266.49,30.36,11.20
263,155,145,42433834,42426747,9.10,6.87,60.76,14.94,11.28
264,155,149,42433834,42444360,10.32,6.53,62.67,13.58,8.59
265,155,181,42433834,42431898,9.91,9.75,65.69,14.83,14.60
266,156,147,4215665528,42431626,7.47,5.87,55.60,16.66,13.09
267,156,200,4215665528,42431617,9.29,5.96,124.46,29.97,19.24
268,157,159,1506902240,42456888,12.40,11.05,9.63,1.74,1.55
269,158,153,2565683776,42453417,8.73,7.59,19.10,4.90,4.26
270,158,170,2565683776,2565683769,15.16,5.98,35.38,5.22,2.06
271,159,166,42456888,42434412,12.85,11.00,29.09,5.06,4.33
272,160,154,4207143418,246858445,9.27,6.39,19.82,4.78,3.30
273,160,168,4207143418,42436316,26.22,7.91,148.99,12.71,3.84
274,161,151,370880739,42444200,15.86,12.25,39.53,5.58,4.31
275,161,258,370880739,4145735059,19.54,9.14,185.05,21.19,9.92
276,162,117,1431790464,6552385849,29.86,17.16,156.81,11.75,6.75
277,163,17,4149739462,246900041,19.11,12.25,556.09,65.08,41.72
278,164,128,42428368,42428365,15.00,11.71,208.47,31.08,24.26
279,165,258,42451402,4145735059,33.90,6.39,183.77,12.13,2.29
280,166,144,42434412,42434413,9.83,9.39,88.45,20.13,19.23
281,166,171,42434412,42422038,11.42,10.37,47.74,9.35,8.50
282,167,154,246890098,246858445,16.36,9.32,226.83,31.01,17.66
283,168,172,42436316,42440918,23.27,11.54,77.98,7.50,3.71
284,168,209,42436316,42436313,18.40,5.43,92.57,11.25,3.32
285,169,167,246890279,246890098,21.03,10.05,73.10,7.78,3.71
286,169,182,246890279,4207143421,16.15,6.73,18.96,2.63,1.09
287,170,158,2565683769,2565683776,8.16,7.18,35.38,9.69,8.52
288,170,183,2565683769,2565683767,15.58,5.85,19.51,2.80,1.05
289,171,191,42422038,42438155,14.28,9.52,85.99,13.47,8.98
290,171,217,42422038,42422042,12.60,8.94,114.42,20.31,14.41
291,172,167,42440918,246890098,13.17,9.28,19.29,3.28,2.31
292,172,182,42440918,4207143421,24.70,8.69,73.09,6.62,2.33
293,173,152,272194254,42459493,5.83,4.96,71.05,27.28,23.22
294,174,169,4207143422,246890279,19.03,10.98,64.41,7.57,4.37
295,175,149,42431889,42444360,15.49,10.22,90.17,13.02,8.58
296,175,176,42431889,42431877,10.28,8.60,56.42,12.28,10.27
297,175,181,42431889,42431898,11.39,14.12,61.47,12.08,14.97
298,176,175,42431877,42431889,5.36,5.97,56.42,23.54,26.23
299,176,177,42431877,42431875,11.26,9.33,24.79,4.93,4.09
300,177,178,42431875,42431871,9.42,9.96,52.72,12.51,13.22
301,177,202,42431875,4296895459,13.04,9.31,63.28,10.86,7.75
302,178,179,42431871,42431868,9.78,10.00,29.79,6.81,6.96
303,179,148,42431868,42442088,13.39,11.66,90.80,15.17,13.22
304,179,248,42431868,42437536,8.22,3.57,133.18,36.24,15.72
305,180,173,42430009,272194254,14.61,11.77,75.63,11.58,9.33
306,180,214,42430009,42430007,9.93,5.27,94.57,21.30,11.30
307,181,155,42431898,42433834,11.19,7.66,65.69,13.14,9.00
308,181,175,42431898,42431889,11.49,8.05,61.47,11.96,8.38
309,181,192,42431898,42431902,10.49,9.98,133.99,28.57,27.18
310,181,305,42431898,42421960,16.45,10.68,248.77,33.82,21.96
311,182,184,4207143421,42436024,26.71,7.41,73.36,6.14,1.70
312,182,223,4207143421,42438060,9.23,3.93,88.92,21.56,9.18
313,183,185,2565683767,2565699085,16.33,6.13,8.53,1.17,0.44
314,184,188,42436024,42445174,22.89,10.53,72.79,7.11,3.27
315,185,225,2565699085,5812723035,7.76,6.30,85.91,24.75,20.09
316,186,150,42429565,4143838198,7.12,7.08,102.86,32.34,32.20
317,186,180,42429565,42430009,7.04,5.84,69.58,22.10,18.33
318,187,174,246889572,4207143422,19.13,9.94,184.13,21.53,11.18
319,187,196,246889572,4207143428,18.64,7.10,20.03,2.40,0.92
320,188,196,42445174,4207143428,20.94,11.30,101.82,10.88,5.87
321,188,232,42445174,42445171,11.53,3.60,85.77,16.65,5.20
322,189,164,42428371,42428368,13.18,7.57,111.56,18.93,10.87
323,190,187,246889362,246889572,17.49,10.84,57.39,7.34,4.55
324,191,207,42438155,42453934,10.02,8.61,79.84,17.82,15.31
325,192,161,42431902,370880739,18.00,10.25,75.10,9.34,5.32
326,192,181,42431902,42431898,7.99,6.26,133.99,37.53,29.40
327,193,186,5812723033,42429565,11.21,8.04,80.18,16.00,11.47
328,193,266,5812723033,42449600,7.55,3.51,140.55,41.64,19.37
329,194,175,5200192560,42431889,12.97,14.20,41.39,7.14,7.81
330,195,190,4207143435,246889362,17.51,12.00,83.97,10.73,7.35
331,196,199,4207143428,42440854,26.29,7.00,70.28,5.98,1.59
332,196,243,4207143428,42440873,9.07,8.62,83.44,20.58,19.55
333,197,173,42454401,272194254,9.15,5.48,60.93,14.90,8.93
334,198,189,42428373,42428371,17.69,7.83,37.57,4.75,2.10
335,199,190,42440854,246889362,9.01,6.67,24.71,6.14,4.54
336,199,201,42440854,42442294,27.57,6.76,41.36,3.36,0.82
337,200,156,42431617,4215665528,12.32,6.74,124.46,22.60,12.36
338,200,193,42431617,5812723033,8.20,5.96,79.54,21.70,15.79
339,200,288,42431617,42431614,6.75,3.42,167.71,55.55,28.14
340,201,212,42442294,4207143436,28.45,8.87,247.30,19.45,6.06
341,201,253,42442294,42442291,8.50,4.00,82.49,21.70,10.21
342,202,248,4296895459,42437536,11.23,13.06,107.14,21.34,24.82
343,203,166,42428374,42434412,7.36,8.08,110.22,33.48,36.74
344,203,198,42428374,42428373,18.86,7.66,26.87,3.19,1.30
345,204,192,3790255302,42431902,18.29,9.54,31.50,3.85,2.01
346,205,195,246857084,4207143435,22.41,9.55,297.16,29.66,12.65
347,206,200,5812723036,42431617,7.00,7.07,68.31,21.82,22.02
348,207,221,42453934,42440290,12.57,8.00,63.69,11.33,7.21
349,208,205,4207143437,246857084,20.12,10.57,37.25,4.14,2.18
350,209,215,42436313,42440916,7.41,6.73,77.26,23.33,21.19
351,209,254,42436313,42436060,9.77,8.42,67.66,15.49,13.35
352,210,208,246890579,4207143437,19.07,11.05,41.90,4.91,2.85
353,210,220,246890579,42440532,11.92,5.08,17.08,3.20,1.37
354,211,206,42430519,5812723036,18.09,6.40,62.93,7.78,2.75
355,211,241,42430519,42430521,13.54,4.10,45.93,7.59,2.30
356,212,216,4207143436,42448570,22.32,13.13,80.16,8.03,4.73
357,213,210,4207143439,246890579,17.44,12.10,65.28,8.37,5.81
358,214,197,42430007,42454401,10.30,5.32,68.59,14.89,7.69
359,214,287,42430007,42430004,9.69,7.81,128.07,29.56,23.82
360,215,172,42440916,42440918,6.95,8.57,90.94,29.25,36.04
361,215,223,42440916,42438060,10.43,4.83,73.24,15.71,7.28
362,216,205,42448570,246857084,18.73,7.76,18.03,2.15,0.89
363,216,220,42448570,42440532,24.13,9.36,79.43,7.36,2.86
364,217,171,42422042,42422038,6.05,5.41,114.42,42.28,37.76
365,217,203,42422042,42428374,14.87,9.26,47.25,7.11,4.43
366,217,269,42422042,42422046,11.73,6.19,84.42,16.10,8.49
367,218,211,42436050,42430519,17.24,6.68,73.38,9.52,3.69
368,219,194,5105702748,5200192560,15.35,13.49,57.88,8.44,7.42
369,220,224,42440532,42453442,28.12,5.55,83.17,6.62,1.30
370,220,226,42440532,3874650186,13.65,4.88,10.98,1.80,0.64
371,221,162,42440290,1431790464,30.72,17.11,140.61,10.24,5.70
372,221,236,42440290,42453943,13.14,8.52,67.90,11.56,7.50
373,222,199,4207143432,42440854,6.74,7.45,48.47,16.09,17.81
374,223,227,42438060,42436021,10.93,2.92,72.98,14.94,4.00
375,223,270,42438060,42436069,8.48,4.73,67.86,17.90,9.99
376,224,228,42453442,591454081,28.58,7.28,80.02,6.26,1.59
377,225,218,5812723035,42436050,21.16,5.71,77.75,8.22,2.22
378,225,283,5812723035,42437463,12.00,3.49,87.03,16.23,4.72
379,226,289,3874650186,42440527,7.11,4.60,96.80,30.46,19.73
380,227,184,42436021,42436024,8.37,3.78,87.21,23.30,10.52
381,227,232,42436021,42445171,10.66,3.32,72.97,15.32,4.78
382,228,229,591454081,42452008,30.02,7.14,80.22,5.98,1.42
383,228,233,591454081,4629488490,14.86,4.49,10.69,1.61,0.49
384,229,231,42452008,42436903,27.93,10.22,45.87,3.67,1.34
385,230,225,42436055,5812723035,18.49,7.18,71.66,8.67,3.37
386,230,327,42436055,42436335,7.87,5.18,130.81,37.19,24.47
387,231,235,42436903,42453457,29.46,7.39,81.05,6.15,1.54
388,231,256,42436903,42436899,20.43,10.66,31.52,3.45,1.80
389,232,243,42445171,42440873,7.01,6.79,99.88,31.87,30.89
390,232,279,42445171,42436073,8.73,3.58,68.04,17.44,7.16
391,233,310,4629488490,42454642,9.56,2.75,109.28,25.57,7.36
392,234,189,42429838,42428371,6.84,7.26,109.80,35.89,38.11
393,234,261,42429838,42434410,7.62,5.26,56.53,16.59,11.44
394,235,240,42453457,42452613,27.70,11.57,80.69,6.52,2.72
395,235,263,42453457,42444267,16.13,3.69,31.06,4.31,0.99
396,236,268,42453943,42453952,15.04,9.44,82.60,12.28,7.71
397,236,332,42453943,42428391,4.14,8.21,148.25,80.04,158.66
398,237,186,42429563,42429565,9.08,6.88,117.63,28.97,21.93
399,237,214,42429563,42430007,12.46,6.62,69.45,12.47,6.63
400,238,160,42436056,4207143418,7.01,5.16,163.39,52.12,38.35
401,238,230,42436056,42436055,14.75,7.14,75.46,11.44,5.54
402,239,213,246649427,4207143439,19.56,8.54,900.42,102.99,44.98
403,240,244,42452613,42442081,29.79,8.13,39.05,2.93,0.80
404,241,294,42430521,42430571,10.32,8.08,97.44,21.12,16.53
